,Unnamed: 0,time,frequencies,channel,answer,prec_time,stimulus,subject,visual_cue,boundary,loc_change,changable_notes,duration
0,0,0.516,261.6255653,-35,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.472916667
1,1,1.012,293.6647679,-35,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.472916667
2,2,1.508,329.6275569,-35,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.472916667
3,3,2.008,349.2282314,-35,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.710416667
4,4,2.755,391.995436,-35,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.116666667
5,5,2.88,349.2282314,-35,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.116666667
6,6,3.005,329.6275569,-35,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.472916667
7,7,3.505,440.0,-35,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.472916667
8,8,4.005,293.6647679,-35,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.472916667
9,9,4.502,391.995436,-35,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.710416667
10,10,5.251,440.0,-35,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667
11,11,5.501,391.995436,-35,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667
12,12,5.764,349.2282314,-35,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667
13,13,6.014,329.6275569,-35,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.235416667
14,14,6.25,349.2282314,-35,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667
15,15,6.5,329.6275569,-35,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667
16,16,6.75,293.6647679,-35,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667
17,17,7.0,261.6255653,-35,0,0.0,stim_maj_1_a,p05,0,0,0,1,1.422916667
18,18,8.513,391.995436,1,0,0.0,stim_maj_1_a,p05,1,1,1,1,0.472916667
19,19,9.01,440.0,1,1,9.119,stim_maj_1_a,p05,0,0,0,0,0.235416667
20,20,9.26,391.995436,1,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667
21,21,9.514,349.2282314,1,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667
22,22,9.764,391.995436,1,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667
23,23,10.014,659.2551138,1,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.472916667
24,24,10.511,523.2511306,1,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.472916667
25,25,11.008,391.995436,1,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.472916667
26,26,11.505,349.2282314,1,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667
27,27,11.754,329.6275569,1,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667
28,28,12.004,349.2282314,1,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.472916667
29,29,12.501,587.3295358,1,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.472916667
30,30,13.014,329.6275569,1,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.472916667
31,31,13.514,523.2511306,1,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.472916667
32,32,14.014,293.6647679,1,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.472916667
33,33,14.51,493.8833013,1,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.472916667
34,34,15.01,523.2511306,1,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.947916667
35,35,16.007,261.6255653,1,0,0.0,stim_maj_1_a,p05,0,1,0,1,0.116666667
36,36,16.132,293.6647679,1,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.116666667
37,37,16.257,329.6275569,1,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.116666667
38,38,16.381,349.2282314,1,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.116666667
39,39,16.506,329.6275569,1,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.116666667
40,40,16.629,293.6647679,1,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.116666667
41,41,16.762,329.6275569,1,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.116666667
42,42,16.887,261.6255653,1,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.116666667
43,43,17.008,440.0,1,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.710416667
44,44,17.758,440.0,1,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667
45,45,18.008,391.995436,1,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.710416667
46,46,18.755,349.2282314,1,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667
47,47,19.006,329.6275569,1,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.710416667
48,48,19.752,349.2282314,1,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667
49,49,20.002,329.6275569,1,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.710416667
50,50,20.753,293.6647679,1,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667
51,51,21.015,261.6255653,35,0,0.0,stim_maj_1_a,p05,1,0,1,1,0.472916667
52,52,21.511,195.997718,35,1,21.636,stim_maj_1_a,p05,0,0,0,0,0.472916667
53,53,22.011,261.6255653,35,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.235416667
54,54,22.261,293.6647679,35,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667
55,55,22.507,329.6275569,35,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667
56,56,22.753,293.6647679,35,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667
57,57,23.003,261.6255653,1,0,0.0,stim_maj_1_a,p05,0,0,1,1,0.947916667
58,58,24.015,391.995436,1,0,0.0,stim_maj_1_a,p05,0,1,0,1,0.235416667
59,59,24.265,329.6275569,1,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667
60,60,24.515,293.6647679,1,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667
61,61,24.765,329.6275569,1,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667
62,62,25.015,261.6255653,1,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.235416667
63,63,25.262,349.2282314,1,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667
64,64,25.512,329.6275569,1,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667
65,65,25.762,349.2282314,1,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667
66,66,26.009,440.0,1,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.472916667
67,67,26.501,391.995436,1,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.947916667
68,68,27.507,369.9944227,1,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667
69,69,27.756,293.6647679,1,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667
70,70,28.003,523.2511306,-35,0,0.0,stim_maj_1_a,p05,1,0,1,1,0.472916667
71,71,28.504,493.8833013,-35,1,28.52,stim_maj_1_a,p05,0,0,0,0,0.472916667
72,72,29.005,440.0,-35,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.947916667
73,73,30.001,391.995436,1,0,0.0,stim_maj_1_a,p05,1,0,1,1,0.235416667
