,Unnamed: 0,time,frequencies,channel,answer,prec_time,stimulus,subject,visual_cue,boundary,loc_change,changable_notes,duration
0,0,0.016,391.995436,-35,0,0.0,stim_min_2_b,p05,0,0,0,0,0.472916667
1,1,0.516,311.1269837,-35,0,0.0,stim_min_2_b,p05,0,0,0,0,0.472916667
2,2,1.0,261.6255653,-35,0,0.0,stim_min_2_b,p05,0,0,0,1,0.472916667
3,3,1.515,415.3046976,-35,0,0.0,stim_min_2_b,p05,0,0,0,0,0.472916667
4,4,2.005,415.3046976,-35,0,0.0,stim_min_2_b,p05,0,0,0,1,0.472916667
5,5,2.505,391.995436,-35,0,0.0,stim_min_2_b,p05,0,0,0,0,0.354166667
6,6,2.88,493.8833013,-35,0,0.0,stim_min_2_b,p05,0,0,0,0,0.116666667
7,7,3.005,523.2511306,-35,0,0.0,stim_min_2_b,p05,0,0,0,1,0.472916667
8,8,3.501,349.2282314,-35,0,0.0,stim_min_2_b,p05,0,0,0,0,0.472916667
9,9,4.001,349.2282314,-35,0,0.0,stim_min_2_b,p05,1,0,0,1,0.472916667
10,10,4.515,311.1269837,-35,0,0.0,stim_min_2_b,p05,0,0,0,0,0.354166667
11,11,4.89,493.8833013,-35,0,0.0,stim_min_2_b,p05,0,0,0,0,0.116666667
12,12,5.015,523.2511306,-35,0,0.0,stim_min_2_b,p05,0,0,0,1,0.472916667
13,13,5.511,293.6647679,-35,0,0.0,stim_min_2_b,p05,0,0,0,0,0.472916667
14,14,6.011,311.1269837,-35,0,0.0,stim_min_2_b,p05,0,0,0,1,0.15625
15,15,6.167,349.2282314,-35,0,0.0,stim_min_2_b,p05,0,0,0,0,0.15625
16,16,6.335,391.995436,-35,0,0.0,stim_min_2_b,p05,0,0,0,0,0.15625
17,17,6.507,349.2282314,-35,0,0.0,stim_min_2_b,p05,0,0,0,0,0.15625
18,18,6.679,311.1269837,-35,0,0.0,stim_min_2_b,p05,0,0,0,0,0.15625
19,19,6.835,293.6647679,-35,0,0.0,stim_min_2_b,p05,0,0,0,0,0.15625
20,20,7.003,261.6255653,-35,0,0.0,stim_min_2_b,p05,0,0,0,1,1.422916667
21,21,8.511,391.995436,1,0,0.0,stim_min_2_b,p05,0,1,1,1,0.472916667
22,22,9.011,261.6255653,1,0,0.0,stim_min_2_b,p05,0,0,0,0,0.472916667
23,23,9.508,261.6255653,1,0,0.0,stim_min_2_b,p05,0,0,0,0,0.472916667
24,24,10.008,261.6255653,1,0,0.0,stim_min_2_b,p05,0,0,0,1,0.472916667
25,25,10.508,415.3046976,1,0,0.0,stim_min_2_b,p05,0,0,0,0,0.235416667
26,26,10.758,349.2282314,1,0,0.0,stim_min_2_b,p05,0,0,0,0,0.235416667
27,27,11.004,246.9416506,1,0,0.0,stim_min_2_b,p05,0,0,0,1,0.472916667
28,28,11.5,246.9416506,1,0,0.0,stim_min_2_b,p05,0,0,0,0,0.472916667
29,29,12.0,246.9416506,1,0,0.0,stim_min_2_b,p05,0,0,0,1,0.235416667
30,30,12.25,261.6255653,1,0,0.0,stim_min_2_b,p05,0,0,0,0,0.235416667
31,31,12.512,293.6647679,1,0,0.0,stim_min_2_b,p05,0,0,0,0,0.235416667
32,32,12.762,311.1269837,1,0,0.0,stim_min_2_b,p05,0,0,0,0,0.235416667
33,33,13.012,349.2282314,1,0,0.0,stim_min_2_b,p05,0,0,0,1,0.235416667
