,Frequency,Timestamp,Boundary,Location_change,Visual_cue,Responses
0,stim_maj_1.csv,0.0,0,0,0,0
1,9,0.0,0,0,0,0
2,261.6255653,0.501,0,0,0,0
3,293.6647679,1.001,0,0,0,0
4,329.6275569,1.501,0,0,0,0
5,349.2282314,2.0,0,0,0,0
6,391.995436,2.75,0,0,0,0
7,349.2282314,2.875,0,0,0,0
8,329.6275569,3.0,0,0,0,0
9,440.0,3.515,0,0,0,0
10,293.6647679,4.015,0,0,0,0
11,391.995436,4.515,0,0,0,0
12,440.0,5.265,0,0,0,0
13,391.995436,5.515,0,0,0,0
14,349.2282314,5.765,0,0,0,0
15,329.6275569,6.015,0,0,0,0
16,349.2282314,6.265,0,0,0,0
17,329.6275569,6.515,0,0,0,0
18,293.6647679,6.764,1,0,1,0
19,261.6255653,7.014,0,0,0,0
20,391.995436,8.513,0,0,0,0
21,440.0,9.013,0,0,0,0
22,391.995436,9.264,0,0,0,0
23,349.2282314,9.514,0,0,0,0
24,391.995436,9.764,0,0,0,0
25,659.2551138,10.014,0,0,0,0
26,523.2511306,10.5,0,0,0,0
27,391.995436,11.0,0,0,0,0
28,349.2282314,11.504,0,0,0,0
29,329.6275569,11.754,0,0,0,0
30,349.2282314,12.004,0,0,0,0
31,587.3295358,12.504,0,0,0,0
32,329.6275569,13.004,0,1,0,0
33,523.2511306,13.504,0,0,0,0
34,1,14.008,0,0,0,0
35,293.6647679,14.008,1,1,0,0
36,493.8833013,14.506,0,0,0,0
37,523.2511306,15.006,0,0,0,0
38,18,16.005,0,0,0,0
39,261.6255653,16.005,0,0,0,0
40,293.6647679,16.13,0,0,0,0
41,329.6275569,16.255,0,0,0,0
42,349.2282314,16.38,0,0,0,0
43,329.6275569,16.505,0,1,1,0
44,293.6647679,16.63,0,0,0,0
45,329.6275569,16.755,0,0,0,0
46,261.6255653,16.88,0,0,0,0
47,1,17.005,0,0,0,0
48,440.0,17.005,0,0,0,0
49,440.0,17.755,0,0,0,1
50,391.995436,18.005,0,0,0,0
51,349.2282314,18.764,0,0,0,0
52,329.6275569,19.014,0,0,0,0
53,349.2282314,19.763,0,0,0,0
54,329.6275569,20.013,0,0,0,0
55,293.6647679,20.764,0,0,0,0
56,261.6255653,21.012,0,0,0,0
57,195.997718,21.512,0,0,0,0
58,261.6255653,22.012,1,1,1,0
59,293.6647679,22.262,0,0,0,0
60,329.6275569,22.51,0,0,0,0
61,293.6647679,22.76,0,0,0,0
62,261.6255653,23.01,0,0,0,0
63,9,24.01,0,0,0,0
64,391.995436,24.01,0,0,0,0
65,329.6275569,24.259,0,0,0,0
66,293.6647679,24.509,0,0,0,0
67,329.6275569,24.759,0,0,0,1
68,261.6255653,25.01,0,0,0,0
69,349.2282314,25.259,0,0,0,0
70,329.6275569,25.508,0,0,0,0
71,349.2282314,25.758,0,0,0,0
72,440.0,26.009,0,1,1,0
73,391.995436,26.509,0,0,0,0
74,369.9944227,27.508,0,0,0,0
75,293.6647679,27.759,0,0,0,0
76,523.2511306,28.007,0,0,0,0
77,493.8833013,28.507,0,0,0,0
78,1,29.007,0,0,0,0
79,440.0,29.007,1,1,1,0
80,391.995436,30.006,0,0,0,0
81,587.3295358,30.257,0,0,0,0
82,493.8833013,30.511,0,0,0,0
83,440.0,30.761,0,0,0,0
84,493.8833013,31.011,0,0,0,0
85,391.995436,31.511,0,0,0,0
86,18,32.01,0,0,0,0
87,523.2511306,32.01,0,0,0,0
88,493.8833013,32.501,0,0,0,0
89,523.2511306,33.001,0,0,0,0
90,493.8833013,33.501,0,0,0,0
91,440.0,33.751,1,0,0,0
92,391.995436,34.001,0,0,0,0
93,349.2282314,34.751,0,1,1,0
94,391.995436,34.876,0,0,0,0
95,440.0,35.001,1,0,1,0
96,391.995436,36.505,0,0,0,0
97,349.2282314,37.005,0,0,0,0
98,329.6275569,37.503,0,0,0,0
99,293.6647679,38.003,0,0,0,0
100,391.995436,38.509,0,0,0,0
101,1,39.009,0,0,0,0
102,329.6275569,39.009,0,0,0,0
103,261.6255653,39.501,0,0,0,0
104,261.6255653,40.002,0,0,0,0
105,391.995436,40.502,0,0,0,0
106,329.6275569,41.001,0,0,0,0
107,261.6255653,41.501,0,0,0,0
108,440.0,42.001,0,0,0,0
109,349.2282314,42.501,0,0,0,0
110,391.995436,43.013,0,0,0,0
111,391.995436,44.015,0,0,0,0
112,349.2282314,44.264,0,0,0,0
113,329.6275569,44.514,0,0,0,0
114,349.2282314,44.764,0,0,0,0
115,391.995436,45.013,1,1,0,0
116,440.0,45.263,0,0,0,0
117,493.8833013,45.508,0,0,0,0
118,391.995436,45.758,0,1,0,0
119,523.2511306,46.008,0,0,0,0
120,587.3295358,46.258,0,0,0,0
121,659.2551138,46.508,0,0,0,0
122,783.990872,46.758,0,0,0,0
123,523.2511306,47.007,0,0,0,0
124,9,48.007,0,0,0,0
125,246.9416506,48.007,0,0,0,0
126,261.6255653,48.505,0,0,0,0
127,293.6647679,49.005,0,0,0,0
128,1,50.005,0,0,0,0
129,195.997718,50.052,0,0,0,0
130,220.0,50.506,1,1,1,0
131,246.9416506,50.756,0,0,0,0
132,261.6255653,51.005,0,0,0,0
133,293.6647679,51.505,0,0,0,0
134,329.6275569,51.755,0,0,0,0
135,349.2282314,52.005,0,0,0,0
136,329.6275569,52.504,0,0,0,0
137,293.6647679,53.004,0,0,0,0
138,329.6275569,53.504,0,0,0,0
139,293.6647679,53.756,0,0,0,0
