Unnamed: 0,time,frequencies,channel,answer,prec_time,stimulus,subject,visual_cue,boundary,loc_change,changable_notes,duration,time_difference
0,0.516,261.6255653,-35.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.472916667,-0.516
1,1.012,293.6647679,-35.0,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.472916667,-1.012
2,1.508,329.6275569,-35.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.472916667,-1.508
3,2.008,349.2282314,-35.0,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.710416667,-2.008
4,2.755,391.995436,-35.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.116666667,-2.755
5,2.88,349.2282314,-35.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.116666667,-2.88
6,3.005,329.6275569,-35.0,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.472916667,-3.005
7,3.505,440.0,-35.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.472916667,-3.505
8,4.005,293.6647679,-35.0,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.472916667,-4.005
9,4.502,391.995436,-35.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.710416667,-4.502
10,5.251,440.0,-35.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667,-5.251
11,5.501,391.995436,-35.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667,-5.501
12,5.764,349.2282314,-35.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667,-5.764
13,6.014,329.6275569,-35.0,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.235416667,-6.014
14,6.25,349.2282314,-35.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667,-6.25
15,6.5,329.6275569,-35.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667,-6.5
16,6.75,293.6647679,-35.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667,-6.75
17,7.0,261.6255653,-35.0,0,0.0,stim_maj_1_a,p05,0,0,0,1,1.422916667,-7.0
18,8.513,391.995436,1.0,1,9.119,stim_maj_1_a,p05,1,1,1,1,0.472916667,0.6059999999999999
19,9.01,440.0,1.0,1,9.119,stim_maj_1_a,p05,0,0,0,0,0.235416667,0.10899999999999999
20,9.26,391.995436,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667,-9.26
21,9.514,349.2282314,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667,-9.514
22,9.764,391.995436,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667,-9.764
23,10.014,659.2551138,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.472916667,-10.014
24,10.511,523.2511306,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.472916667,-10.511
25,11.008,391.995436,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.472916667,-11.008
26,11.505,349.2282314,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667,-11.505
27,11.754,329.6275569,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667,-11.754
28,12.004,349.2282314,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.472916667,-12.004
29,12.501,587.3295358,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.472916667,-12.501
30,13.014,329.6275569,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.472916667,-13.014
31,13.514,523.2511306,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.472916667,-13.514
32,14.014,293.6647679,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.472916667,-14.014
33,14.51,493.8833013,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.472916667,-14.51
34,15.01,523.2511306,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.947916667,-15.01
35,16.007,261.6255653,1.0,0,0.0,stim_maj_1_a,p05,0,1,0,1,0.116666667,-16.007
36,16.132,293.6647679,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.116666667,-16.132
37,16.257,329.6275569,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.116666667,-16.257
38,16.381,349.2282314,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.116666667,-16.381
39,16.506,329.6275569,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.116666667,-16.506
40,16.629,293.6647679,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.116666667,-16.629
41,16.762,329.6275569,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.116666667,-16.762
42,16.887,261.6255653,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.116666667,-16.887
43,17.008,440.0,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.710416667,-17.008
44,17.758,440.0,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667,-17.758
45,18.008,391.995436,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.710416667,-18.008
46,18.755,349.2282314,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667,-18.755
47,19.006,329.6275569,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.710416667,-19.006
48,19.752,349.2282314,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667,-19.752
49,20.002,329.6275569,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.710416667,-20.002
50,20.753,293.6647679,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667,-20.753
51,21.015,261.6255653,35.0,1,21.636,stim_maj_1_a,p05,1,0,1,1,0.472916667,0.6209999999999987
52,21.511,195.997718,35.0,1,21.636,stim_maj_1_a,p05,0,0,0,0,0.472916667,0.125
53,22.011,261.6255653,35.0,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.235416667,-22.011
54,22.261,293.6647679,35.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667,-22.261
55,22.507,329.6275569,35.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667,-22.507
56,22.753,293.6647679,35.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667,-22.753
57,23.003,261.6255653,1.0,0,0.0,stim_maj_1_a,p05,0,0,1,1,0.947916667,-23.003
58,24.015,391.995436,1.0,0,0.0,stim_maj_1_a,p05,0,1,0,1,0.235416667,-24.015
59,24.265,329.6275569,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667,-24.265
60,24.515,293.6647679,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667,-24.515
61,24.765,329.6275569,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667,-24.765
62,25.015,261.6255653,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.235416667,-25.015
63,25.262,349.2282314,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667,-25.262
64,25.512,329.6275569,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667,-25.512
65,25.762,349.2282314,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667,-25.762
66,26.009,440.0,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.472916667,-26.009
67,26.501,391.995436,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.947916667,-26.501
68,27.507,369.9944227,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667,-27.507
69,27.756,293.6647679,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667,-27.756
70,28.003,523.2511306,-35.0,1,28.52,stim_maj_1_a,p05,1,0,1,1,0.472916667,0.5169999999999995
71,28.504,493.8833013,-35.0,1,28.52,stim_maj_1_a,p05,0,0,0,0,0.472916667,0.015999999999998238
72,29.005,440.0,-35.0,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.947916667,-29.005
73,30.001,391.995436,1.0,1,30.638,stim_maj_1_a,p05,1,0,1,1,0.235416667,0.6370000000000005
74,30.251,587.3295358,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667,-30.251
75,30.501,493.8833013,1.0,1,30.638,stim_maj_1_a,p05,0,0,0,0,0.235416667,0.13700000000000045
76,30.763,440.0,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667,-30.763
77,31.01,493.8833013,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.472916667,-31.01
78,31.509,391.995436,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.472916667,-31.509
79,32.006,523.2511306,35.0,0,0.0,stim_maj_1_a,p05,0,1,1,1,0.472916667,-32.006
80,32.506,493.8833013,35.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.472916667,-32.506
81,33.003,523.2511306,35.0,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.472916667,-33.003
82,33.515,493.8833013,35.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667,-33.515
83,33.765,440.0,35.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667,-33.765
84,34.015,391.995436,35.0,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.710416667,-34.015
85,34.759,349.2282314,35.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.116666667,-34.759
86,34.884,391.995436,35.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.116666667,-34.884
87,35.009,440.0,35.0,0,0.0,stim_maj_1_a,p05,0,0,0,1,1.422916667,-35.009
88,36.505,391.995436,35.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.472916667,-36.505
89,37.005,349.2282314,1.0,0,0.0,stim_maj_1_a,p05,0,0,1,1,0.472916667,-37.005
90,37.514,329.6275569,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.472916667,-37.514
91,38.014,293.6647679,1.0,0,0.0,stim_maj_1_a,p05,0,1,0,1,0.472916667,-38.014
92,38.514,391.995436,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.472916667,-38.514
93,39.011,329.6275569,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.472916667,-39.011
94,39.51,261.6255653,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.472916667,-39.51
95,40.01,261.6255653,-35.0,1,40.632,stim_maj_1_a,p05,1,1,1,1,0.472916667,0.6219999999999999
96,40.507,391.995436,-35.0,1,40.632,stim_maj_1_a,p05,0,0,0,0,0.472916667,0.125
97,41.003,329.6275569,-35.0,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.472916667,-41.003
98,41.505,261.6255653,-35.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.472916667,-41.505
99,42.005,440.0,-35.0,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.472916667,-42.005
100,42.501,349.2282314,-35.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.472916667,-42.501
101,43.013,391.995436,-35.0,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.947916667,-43.013
102,44.013,391.995436,-35.0,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.235416667,-44.013
103,44.259,349.2282314,-35.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667,-44.259
104,44.509,329.6275569,-35.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667,-44.509
105,44.759,349.2282314,-35.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667,-44.759
106,45.009,391.995436,-35.0,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.235416667,-45.009
107,45.259,440.0,-35.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667,-45.259
108,45.509,493.8833013,-35.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667,-45.509
109,45.756,391.995436,-35.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667,-45.756
110,46.002,523.2511306,-35.0,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.235416667,-46.002
111,46.252,587.3295358,-35.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667,-46.252
112,46.502,659.2551138,-35.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667,-46.502
113,46.763,783.990872,-35.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667,-46.763
114,47.01,523.2511306,-35.0,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.947916667,-47.01
115,48.007,246.9416506,1.0,1,48.878,stim_maj_1_a,p05,1,1,1,1,0.472916667,0.8710000000000022
116,48.503,261.6255653,1.0,1,48.878,stim_maj_1_a,p05,0,0,0,0,0.472916667,0.375
117,49.004,293.6647679,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.947916667,-49.004
118,50.013,195.997718,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.472916667,-50.013
119,50.513,220.0,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667,-50.513
120,50.764,246.9416506,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667,-50.764
121,51.014,261.6255653,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.472916667,-51.014
122,51.511,293.6647679,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667,-51.511
123,51.757,329.6275569,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667,-51.757
124,52.007,349.2282314,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.472916667,-52.007
125,52.504,329.6275569,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.472916667,-52.504
126,53.004,293.6647679,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.472916667,-53.004
127,53.504,329.6275569,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667,-53.504
128,53.753,293.6647679,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.235416667,-53.753
129,54.015,261.6255653,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,1,2.372916667,-54.015
130,56.512,523.2511306,1.0,0,0.0,stim_maj_1_a,p05,1,1,0,1,0.472916667,-56.512
131,57.008,523.2511306,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.472916667,-57.008
132,57.508,523.2511306,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.472916667,-57.508
133,58.004,349.2282314,1.0,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.947916667,-58.004
134,59.005,440.0,35.0,1,59.548,stim_maj_1_a,p05,1,0,1,1,1.422916667,0.5429999999999993
135,60.513,293.6647679,35.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.472916667,-60.513
136,61.009,391.995436,35.0,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.472916667,-61.009
137,61.509,349.2282314,35.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.472916667,-61.509
138,62.002,329.6275569,35.0,0,0.0,stim_maj_1_a,p05,0,0,0,1,0.947916667,-62.002
139,63.004,261.6255653,35.0,0,0.0,stim_maj_1_a,p05,0,0,0,0,0.947916667,-63.004
0,0.5,261.6255653,-35.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.472916667,-0.5
1,1.016,293.6647679,-35.0,0,0.0,stim_maj_1_b,p05,0,0,0,1,0.472916667,-1.016
2,1.515,329.6275569,-35.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.472916667,-1.515
3,2.012,349.2282314,-35.0,0,0.0,stim_maj_1_b,p05,0,0,0,1,0.710416667,-2.012
4,2.762,391.995436,-35.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.116666667,-2.762
5,2.887,349.2282314,-35.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.116666667,-2.887
6,3.012,329.6275569,-35.0,0,0.0,stim_maj_1_b,p05,0,0,0,1,0.472916667,-3.012
7,3.508,440.0,-35.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.472916667,-3.508
8,4.008,293.6647679,-35.0,0,0.0,stim_maj_1_b,p05,0,0,0,1,0.472916667,-4.008
9,4.501,391.995436,-35.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.710416667,-4.501
10,5.264,440.0,-35.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.235416667,-5.264
11,5.513,391.995436,-35.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.235416667,-5.513
12,5.763,349.2282314,-35.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.235416667,-5.763
13,6.011,329.6275569,-35.0,0,0.0,stim_maj_1_b,p05,0,0,0,1,0.235416667,-6.011
14,6.261,349.2282314,-35.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.235416667,-6.261
15,6.511,329.6275569,-35.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.235416667,-6.511
16,6.761,293.6647679,-35.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.235416667,-6.761
17,7.011,261.6255653,-35.0,0,0.0,stim_maj_1_b,p05,0,0,0,1,1.422916667,-7.011
18,8.501,391.995436,1.0,1,9.035,stim_maj_1_b,p05,1,1,1,1,0.472916667,0.5340000000000007
19,9.004,440.0,1.0,1,9.035,stim_maj_1_b,p05,0,0,0,0,0.235416667,0.031000000000000583
20,9.261,391.995436,1.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.235416667,-9.261
21,9.511,349.2282314,1.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.235416667,-9.511
22,9.758,391.995436,1.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.235416667,-9.758
23,10.008,659.2551138,1.0,0,0.0,stim_maj_1_b,p05,0,0,0,1,0.472916667,-10.008
24,10.508,523.2511306,1.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.472916667,-10.508
25,11.001,391.995436,1.0,0,0.0,stim_maj_1_b,p05,0,0,0,1,0.472916667,-11.001
26,11.513,349.2282314,1.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.235416667,-11.513
27,11.763,329.6275569,1.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.235416667,-11.763
28,12.013,349.2282314,35.0,0,0.0,stim_maj_1_b,p05,0,0,1,1,0.472916667,-12.013
29,12.512,587.3295358,35.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.472916667,-12.512
30,13.012,329.6275569,35.0,0,0.0,stim_maj_1_b,p05,0,0,0,1,0.472916667,-13.012
31,13.509,523.2511306,35.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.472916667,-13.509
32,14.005,293.6647679,35.0,0,0.0,stim_maj_1_b,p05,0,0,0,1,0.472916667,-14.005
33,14.505,493.8833013,35.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.472916667,-14.505
34,15.001,523.2511306,35.0,0,0.0,stim_maj_1_b,p05,0,0,0,1,0.947916667,-15.001
35,16.012,261.6255653,35.0,0,0.0,stim_maj_1_b,p05,0,1,0,1,0.116666667,-16.012
36,16.137,293.6647679,35.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.116666667,-16.137
37,16.262,329.6275569,35.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.116666667,-16.262
38,16.387,349.2282314,35.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.116666667,-16.387
39,16.512,329.6275569,35.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.116666667,-16.512
40,16.637,293.6647679,35.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.116666667,-16.637
41,16.758,329.6275569,35.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.116666667,-16.758
42,16.883,261.6255653,35.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.116666667,-16.883
43,17.008,440.0,35.0,0,0.0,stim_maj_1_b,p05,0,0,0,1,0.710416667,-17.008
44,17.755,440.0,35.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.235416667,-17.755
45,18.005,391.995436,35.0,0,0.0,stim_maj_1_b,p05,0,0,0,1,0.710416667,-18.005
46,18.751,349.2282314,35.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.235416667,-18.751
47,19.001,329.6275569,35.0,0,0.0,stim_maj_1_b,p05,0,0,0,1,0.710416667,-19.001
48,19.757,349.2282314,35.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.235416667,-19.757
49,20.001,329.6275569,35.0,0,0.0,stim_maj_1_b,p05,0,0,0,1,0.710416667,-20.001
50,20.754,293.6647679,35.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.235416667,-20.754
51,21.001,261.6255653,35.0,0,0.0,stim_maj_1_b,p05,0,0,0,1,0.472916667,-21.001
52,21.501,195.997718,35.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.472916667,-21.501
53,22.001,261.6255653,35.0,0,0.0,stim_maj_1_b,p05,0,0,0,1,0.235416667,-22.001
54,22.278,293.6647679,35.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.235416667,-22.278
55,22.513,329.6275569,35.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.235416667,-22.513
56,22.763,293.6647679,35.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.235416667,-22.763
57,23.013,261.6255653,35.0,0,0.0,stim_maj_1_b,p05,0,0,0,1,0.947916667,-23.013
58,24.01,391.995436,1.0,0,0.0,stim_maj_1_b,p05,0,1,1,1,0.235416667,-24.01
59,24.26,329.6275569,1.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.235416667,-24.26
60,24.51,293.6647679,1.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.235416667,-24.51
61,24.756,329.6275569,1.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.235416667,-24.756
62,25.006,261.6255653,1.0,0,0.0,stim_maj_1_b,p05,0,0,0,1,0.235416667,-25.006
63,25.256,349.2282314,1.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.235416667,-25.256
64,25.506,329.6275569,1.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.235416667,-25.506
65,25.753,349.2282314,1.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.235416667,-25.753
66,26.001,440.0,1.0,0,0.0,stim_maj_1_b,p05,0,0,0,1,0.472916667,-26.001
67,26.512,391.995436,1.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.947916667,-26.512
68,27.512,369.9944227,1.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.235416667,-27.512
69,27.759,293.6647679,1.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.235416667,-27.759
70,28.009,523.2511306,1.0,0,0.0,stim_maj_1_b,p05,0,0,0,1,0.472916667,-28.009
71,28.509,493.8833013,1.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.472916667,-28.509
72,29.006,440.0,-35.0,0,0.0,stim_maj_1_b,p05,0,0,1,1,0.947916667,-29.006
73,30.003,391.995436,-35.0,0,0.0,stim_maj_1_b,p05,0,0,0,1,0.235416667,-30.003
74,30.253,587.3295358,-35.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.235416667,-30.253
75,30.514,493.8833013,-35.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.235416667,-30.514
76,30.764,440.0,-35.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.235416667,-30.764
77,31.012,493.8833013,-35.0,0,0.0,stim_maj_1_b,p05,0,0,0,1,0.472916667,-31.012
78,31.509,391.995436,-35.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.472916667,-31.509
79,32.005,523.2511306,-35.0,0,0.0,stim_maj_1_b,p05,1,1,0,1,0.472916667,-32.005
80,32.505,493.8833013,-35.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.472916667,-32.505
81,33.005,523.2511306,-35.0,0,0.0,stim_maj_1_b,p05,0,0,0,1,0.472916667,-33.005
82,33.501,493.8833013,-35.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.235416667,-33.501
83,33.751,440.0,-35.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.235416667,-33.751
84,34.013,391.995436,-35.0,0,0.0,stim_maj_1_b,p05,0,0,0,1,0.710416667,-34.013
85,34.759,349.2282314,-35.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.116666667,-34.759
86,34.884,391.995436,-35.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.116666667,-34.884
87,35.009,440.0,1.0,1,35.522,stim_maj_1_b,p05,1,0,1,1,1.422916667,0.5129999999999981
88,36.505,391.995436,1.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.472916667,-36.505
89,37.005,349.2282314,1.0,0,0.0,stim_maj_1_b,p05,0,0,0,1,0.472916667,-37.005
90,37.502,329.6275569,1.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.472916667,-37.502
91,38.002,293.6647679,35.0,1,38.639,stim_maj_1_b,p05,1,1,1,1,0.472916667,0.6370000000000005
92,38.514,391.995436,35.0,1,38.639,stim_maj_1_b,p05,0,0,0,0,0.472916667,0.125
93,39.014,329.6275569,35.0,0,0.0,stim_maj_1_b,p05,0,0,0,1,0.472916667,-39.014
94,39.515,261.6255653,35.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.472916667,-39.515
95,40.012,261.6255653,1.0,0,0.0,stim_maj_1_b,p05,0,1,1,1,0.472916667,-40.012
96,40.509,391.995436,1.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.472916667,-40.509
97,41.009,329.6275569,1.0,0,0.0,stim_maj_1_b,p05,0,0,0,1,0.472916667,-41.009
98,41.505,261.6255653,1.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.472916667,-41.505
99,42.005,440.0,-35.0,1,42.523,stim_maj_1_b,p05,1,0,1,1,0.472916667,0.5180000000000007
100,42.507,349.2282314,-35.0,1,42.523,stim_maj_1_b,p05,0,0,0,0,0.472916667,0.016000000000005343
101,43.007,391.995436,-35.0,0,0.0,stim_maj_1_b,p05,0,0,0,1,0.947916667,-43.007
102,44.004,391.995436,-35.0,0,0.0,stim_maj_1_b,p05,0,0,0,1,0.235416667,-44.004
103,44.253,349.2282314,-35.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.235416667,-44.253
104,44.503,329.6275569,-35.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.235416667,-44.503
105,44.753,349.2282314,-35.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.235416667,-44.753
106,45.003,391.995436,-35.0,0,0.0,stim_maj_1_b,p05,0,0,0,1,0.235416667,-45.003
107,45.253,440.0,-35.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.235416667,-45.253
108,45.515,493.8833013,-35.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.235416667,-45.515
109,45.765,391.995436,-35.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.235416667,-45.765
110,46.015,523.2511306,1.0,1,46.543,stim_maj_1_b,p05,1,0,1,1,0.235416667,0.5279999999999987
111,46.265,587.3295358,1.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.235416667,-46.265
112,46.512,659.2551138,1.0,1,46.543,stim_maj_1_b,p05,0,0,0,0,0.235416667,0.030999999999998806
113,46.762,783.990872,1.0,0,0.0,stim_maj_1_b,p05,0,0,0,0,0.235416667,-46.762
114,47.012,523.2511306,1.0,0,0.0,stim_maj_1_b,p05,0,0,0,1,0.947916667,-47.012
115,48.011,246.9416506,35.0,1,48.822,stim_maj_1_b,p05,1,1,1,1,0.472916667,0.8109999999999999
