,time,frequencies,channel,answer,prec_time,stimulus,subject,visual_cue,boundary,loc_change,changable_notes,time_difference
0,0.25,261.6255653,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-0.25
1,0.516,293.6647679,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-0.516
2,0.751,329.6275569,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-0.751
3,1.001,349.2282314,-35,0,0.0,stim_maj_3_a,p02,0,0,0,1,-1.001
4,1.251,293.6647679,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-1.251
5,1.514,329.6275569,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-1.514
6,1.764,261.6255653,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-1.764
7,2.014,391.995436,-35,0,0.0,stim_maj_3_a,p02,0,0,0,1,-2.014
8,2.514,523.2511306,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-2.514
9,3.015,493.8833013,-35,0,0.0,stim_maj_3_a,p02,0,0,0,1,-3.015
10,3.514,523.2511306,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-3.514
11,4.014,587.3295358,-35,0,0.0,stim_maj_3_a,p02,0,0,0,1,-4.014
12,4.264,391.995436,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-4.264
13,4.514,440.0,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-4.514
14,4.764,493.8833013,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-4.764
15,5.014,523.2511306,-35,0,0.0,stim_maj_3_a,p02,0,0,0,1,-5.014
16,5.264,440.0,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-5.264
17,5.512,493.8833013,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-5.512
18,5.762,391.995436,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-5.762
19,6.013,587.3295358,-35,0,0.0,stim_maj_3_a,p02,0,0,0,1,-6.013
20,6.505,783.990872,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-6.505
21,7.007,391.995436,-35,0,0.0,stim_maj_3_a,p02,0,0,0,1,-7.007
22,8.256,783.990872,-35,0,0.0,stim_maj_3_a,p02,0,1,0,1,-8.256
23,8.513,391.995436,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-8.513
24,8.763,783.990872,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-8.763
25,9.013,783.990872,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-9.013
26,9.263,880.0,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-9.263
27,9.513,783.990872,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-9.513
28,9.763,880.0,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-9.763
29,10.013,698.4564629,-35,0,0.0,stim_maj_3_a,p02,0,0,0,1,-10.013
30,10.262,698.4564629,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-10.262
31,10.512,349.2282314,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-10.512
32,10.762,698.4564629,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-10.762
33,11.012,698.4564629,-35,0,0.0,stim_maj_3_a,p02,0,0,0,1,-11.012
34,11.262,783.990872,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-11.262
35,11.512,698.4564629,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-11.512
36,11.762,783.990872,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-11.762
37,12.012,659.2551138,-35,0,0.0,stim_maj_3_a,p02,0,0,0,1,-12.012
38,12.262,391.995436,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-12.262
39,12.512,523.2511306,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-12.512
40,12.777,587.3295358,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-12.777
41,13.011,659.2551138,-35,0,0.0,stim_maj_3_a,p02,0,0,0,1,-13.011
42,13.261,391.995436,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-13.261
43,13.509,523.2511306,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-13.509
44,13.759,587.3295358,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-13.759
45,14.009,659.2551138,-35,0,0.0,stim_maj_3_a,p02,1,0,0,1,-14.009
46,14.134,698.4564629,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-14.134
47,14.259,587.3295358,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-14.259
48,14.384,659.2551138,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-14.384
49,14.509,523.2511306,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-14.509
50,15.009,391.995436,-35,0,0.0,stim_maj_3_a,p02,0,0,0,1,-15.009
51,15.507,523.2511306,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-15.507
52,16.007,261.6255653,-35,0,0.0,stim_maj_3_a,p02,0,1,0,1,-16.007
53,17.008,293.6647679,-35,0,0.0,stim_maj_3_a,p02,0,0,0,1,-17.008
54,18.007,329.6275569,-35,0,0.0,stim_maj_3_a,p02,0,0,0,1,-18.007
55,19.007,349.2282314,-35,0,0.0,stim_maj_3_a,p02,0,0,0,1,-19.007
56,20.006,349.2282314,-35,0,0.0,stim_maj_3_a,p02,0,0,0,1,-20.006
57,20.502,329.6275569,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-20.502
58,21.001,293.6647679,-35,0,0.0,stim_maj_3_a,p02,0,0,0,1,-21.001
59,21.501,391.995436,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-21.501
60,22.001,329.6275569,-35,0,0.0,stim_maj_3_a,p02,0,0,0,1,-22.001
61,22.501,293.6647679,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-22.501
62,22.751,329.6275569,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-22.751
63,23.001,261.6255653,-35,0,0.0,stim_maj_3_a,p02,0,0,0,1,-23.001
64,24.514,391.995436,-35,0,0.0,stim_maj_3_a,p02,1,1,0,1,-24.514
65,24.764,329.6275569,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-24.764
66,25.014,440.0,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-25.014
67,25.513,391.995436,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-25.513
68,26.013,349.2282314,-35,0,0.0,stim_maj_3_a,p02,0,0,0,1,-26.013
69,26.513,329.6275569,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-26.513
70,26.763,293.6647679,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-26.763
71,27.013,391.995436,1,1,27.791,stim_maj_3_a,p02,1,0,1,1,0.7779999999999987
72,27.263,440.0,1,0,0.0,stim_maj_3_a,p02,0,0,0,0,-27.263
73,27.513,349.2282314,1,0,0.0,stim_maj_3_a,p02,0,0,0,0,-27.513
74,27.76,391.995436,1,1,27.791,stim_maj_3_a,p02,0,0,0,0,0.030999999999998806
75,28.01,329.6275569,1,0,0.0,stim_maj_3_a,p02,0,0,0,1,-28.01
76,28.26,349.2282314,1,0,0.0,stim_maj_3_a,p02,0,0,0,0,-28.26
77,28.508,391.995436,1,0,0.0,stim_maj_3_a,p02,0,0,0,0,-28.508
78,29.008,391.995436,1,0,0.0,stim_maj_3_a,p02,0,0,0,1,-29.008
79,29.506,349.2282314,1,0,0.0,stim_maj_3_a,p02,0,0,0,0,-29.506
80,30.006,329.6275569,1,0,0.0,stim_maj_3_a,p02,0,0,0,1,-30.006
81,30.256,349.2282314,1,0,0.0,stim_maj_3_a,p02,0,0,0,0,-30.256
82,30.504,391.995436,1,0,0.0,stim_maj_3_a,p02,0,0,0,0,-30.504
83,30.754,440.0,1,0,0.0,stim_maj_3_a,p02,0,0,0,0,-30.754
84,31.004,293.6647679,1,0,0.0,stim_maj_3_a,p02,0,0,0,1,-31.004
85,31.504,261.6255653,1,0,0.0,stim_maj_3_a,p02,0,0,0,0,-31.504
86,32.004,523.2511306,35,0,0.0,stim_maj_3_a,p02,1,1,1,1,-32.004
87,32.505,493.8833013,35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-32.505
88,32.755,523.2511306,35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-32.755
89,33.005,587.3295358,35,0,0.0,stim_maj_3_a,p02,0,0,0,1,-33.005
90,33.504,523.2511306,35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-33.504
91,33.754,493.8833013,35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-33.754
92,34.004,523.2511306,35,0,0.0,stim_maj_3_a,p02,0,0,0,1,-34.004
93,35.003,523.2511306,35,0,0.0,stim_maj_3_a,p02,0,0,0,1,-35.003
94,35.252,587.3295358,35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-35.252
95,35.512,493.8833013,35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-35.512
96,35.762,523.2511306,35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-35.762
97,36.012,587.3295358,1,1,36.779,stim_maj_3_a,p02,1,0,1,1,0.767000000000003
98,36.262,391.995436,1,0,0.0,stim_maj_3_a,p02,0,0,0,0,-36.262
99,36.514,659.2551138,1,0,0.0,stim_maj_3_a,p02,0,0,0,0,-36.514
100,36.764,391.995436,1,1,36.779,stim_maj_3_a,p02,0,0,0,0,0.015000000000000568
101,37.014,698.4564629,1,0,0.0,stim_maj_3_a,p02,0,0,0,1,-37.014
102,37.264,391.995436,1,0,0.0,stim_maj_3_a,p02,0,0,0,0,-37.264
103,37.511,783.990872,1,0,0.0,stim_maj_3_a,p02,0,0,0,0,-37.511
104,38.011,659.2551138,-35,0,0.0,stim_maj_3_a,p02,0,0,1,1,-38.011
105,38.261,587.3295358,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-38.261
106,38.511,523.2511306,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-38.511
107,38.759,587.3295358,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-38.759
108,39.009,493.8833013,-35,0,0.0,stim_maj_3_a,p02,1,0,0,1,-39.009
109,39.509,523.2511306,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-39.509
110,40.508,391.995436,1,0,0.0,stim_maj_3_a,p02,0,1,1,1,-40.508
111,41.009,329.6275569,1,0,0.0,stim_maj_3_a,p02,0,0,0,0,-41.009
112,41.508,440.0,1,0,0.0,stim_maj_3_a,p02,0,0,0,0,-41.508
113,42.011,293.6647679,1,0,0.0,stim_maj_3_a,p02,0,0,0,1,-42.011
114,42.511,329.6275569,1,0,0.0,stim_maj_3_a,p02,0,0,0,0,-42.511
115,42.758,349.2282314,1,0,0.0,stim_maj_3_a,p02,0,0,0,0,-42.758
116,43.008,391.995436,1,0,0.0,stim_maj_3_a,p02,0,0,0,0,-43.008
117,43.508,195.997718,1,0,0.0,stim_maj_3_a,p02,0,0,0,0,-43.508
118,44.008,261.6255653,35,0,0.0,stim_maj_3_a,p02,0,0,1,1,-44.008
119,44.506,293.6647679,35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-44.506
120,44.755,329.6275569,35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-44.755
121,45.005,349.2282314,35,0,0.0,stim_maj_3_a,p02,1,0,0,1,-45.005
122,45.255,391.995436,35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-45.255
123,45.505,329.6275569,35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-45.505
124,45.755,349.2282314,35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-45.755
125,46.005,293.6647679,35,0,0.0,stim_maj_3_a,p02,0,0,0,1,-46.005
126,46.255,329.6275569,35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-46.255
127,46.505,349.2282314,35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-46.505
128,46.755,391.995436,35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-46.755
129,47.003,261.6255653,35,0,0.0,stim_maj_3_a,p02,1,0,0,1,-47.003
130,48.003,523.2511306,1,0,0.0,stim_maj_3_a,p02,0,1,1,1,-48.003
131,48.252,587.3295358,1,0,0.0,stim_maj_3_a,p02,0,0,0,0,-48.252
132,48.502,659.2551138,1,0,0.0,stim_maj_3_a,p02,0,0,0,0,-48.502
133,48.752,523.2511306,1,0,0.0,stim_maj_3_a,p02,0,0,0,0,-48.752
134,49.002,391.995436,1,0,0.0,stim_maj_3_a,p02,0,0,0,1,-49.002
135,49.252,659.2551138,1,0,0.0,stim_maj_3_a,p02,0,0,0,0,-49.252
136,49.502,587.3295358,1,0,0.0,stim_maj_3_a,p02,0,0,0,0,-49.502
137,49.765,523.2511306,1,0,0.0,stim_maj_3_a,p02,0,0,0,0,-49.765
138,50.015,587.3295358,1,0,0.0,stim_maj_3_a,p02,0,0,0,1,-50.015
139,50.265,659.2551138,1,0,0.0,stim_maj_3_a,p02,0,0,0,0,-50.265
140,50.515,698.4564629,1,0,0.0,stim_maj_3_a,p02,0,0,0,0,-50.515
141,50.765,587.3295358,1,0,0.0,stim_maj_3_a,p02,0,0,0,0,-50.765
142,51.013,391.995436,-35,1,51.779,stim_maj_3_a,p02,1,0,1,1,0.7660000000000053
143,51.263,698.4564629,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-51.263
144,51.513,659.2551138,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-51.513
145,51.763,587.3295358,-35,1,51.779,stim_maj_3_a,p02,0,0,0,0,0.016000000000005343
146,52.002,659.2551138,-35,0,0.0,stim_maj_3_a,p02,0,0,0,1,-52.002
147,52.252,523.2511306,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-52.252
148,52.501,880.0,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-52.501
149,52.751,783.990872,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-52.751
150,53.001,698.4564629,-35,0,0.0,stim_maj_3_a,p02,0,0,0,1,-53.001
151,53.251,659.2551138,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-53.251
152,53.501,587.3295358,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-53.501
153,53.765,523.2511306,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-53.765
154,54.015,391.995436,-35,0,0.0,stim_maj_3_a,p02,0,0,0,1,-54.015
155,54.265,440.0,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-54.265
156,54.515,493.8833013,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-54.515
157,54.764,391.995436,-35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-54.764
158,55.016,523.2511306,1,0,0.0,stim_maj_3_a,p02,0,0,1,1,-55.016
159,56.515,261.6255653,1,0,0.0,stim_maj_3_a,p02,0,1,0,1,-56.515
160,57.015,261.6255653,1,0,0.0,stim_maj_3_a,p02,0,0,0,0,-57.015
161,57.515,293.6647679,1,0,0.0,stim_maj_3_a,p02,0,0,0,0,-57.515
162,58.012,293.6647679,1,0,0.0,stim_maj_3_a,p02,0,0,0,1,-58.012
163,58.5,329.6275569,1,0,0.0,stim_maj_3_a,p02,0,0,0,0,-58.5
164,58.75,349.2282314,1,0,0.0,stim_maj_3_a,p02,0,0,0,0,-58.75
165,59.0,391.995436,1,0,0.0,stim_maj_3_a,p02,0,0,0,1,-59.0
166,59.515,349.2282314,1,0,0.0,stim_maj_3_a,p02,0,0,0,0,-59.515
167,59.765,391.995436,1,0,0.0,stim_maj_3_a,p02,0,0,0,0,-59.765
168,60.015,440.0,35,0,0.0,stim_maj_3_a,p02,0,0,1,1,-60.015
169,60.512,391.995436,35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-60.512
170,61.013,349.2282314,35,0,0.0,stim_maj_3_a,p02,0,0,0,1,-61.013
171,61.511,329.6275569,35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-61.511
172,61.761,293.6647679,35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-61.761
173,62.01,261.6255653,35,0,0.0,stim_maj_3_a,p02,0,0,0,0,-62.01
0,0.515,261.6255653,-35,0,0.0,stim_maj_1_b,p02,0,0,0,0,-0.515
1,1.014,293.6647679,1,0,0.0,stim_maj_1_b,p02,0,0,1,1,-1.014
2,1.515,329.6275569,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-1.515
3,2.015,349.2282314,1,0,0.0,stim_maj_1_b,p02,0,0,0,1,-2.015
4,2.766,391.995436,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-2.766
5,2.891,349.2282314,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-2.891
6,3.015,329.6275569,1,0,0.0,stim_maj_1_b,p02,0,0,0,1,-3.015
7,3.515,440.0,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-3.515
8,4.015,293.6647679,1,0,0.0,stim_maj_1_b,p02,0,0,0,1,-4.015
9,4.514,391.995436,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-4.514
10,5.256,440.0,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-5.256
11,5.506,391.995436,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-5.506
12,5.755,349.2282314,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-5.755
13,6.005,329.6275569,1,0,0.0,stim_maj_1_b,p02,0,0,0,1,-6.005
14,6.255,349.2282314,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-6.255
15,6.505,329.6275569,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-6.505
16,6.755,293.6647679,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-6.755
17,7.005,261.6255653,1,0,0.0,stim_maj_1_b,p02,0,0,0,1,-7.005
18,8.516,391.995436,1,0,0.0,stim_maj_1_b,p02,1,1,0,1,-8.516
19,9.015,440.0,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-9.015
20,9.265,391.995436,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-9.265
21,9.515,349.2282314,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-9.515
22,9.766,391.995436,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-9.766
23,10.014,659.2551138,1,0,0.0,stim_maj_1_b,p02,0,0,0,1,-10.014
24,10.514,523.2511306,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-10.514
25,11.014,391.995436,1,0,0.0,stim_maj_1_b,p02,0,0,0,1,-11.014
26,11.513,349.2282314,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-11.513
27,11.755,329.6275569,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-11.755
28,12.005,349.2282314,1,0,0.0,stim_maj_1_b,p02,0,0,0,1,-12.005
29,12.505,587.3295358,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-12.505
30,13.005,329.6275569,1,0,0.0,stim_maj_1_b,p02,0,0,0,1,-13.005
31,13.505,523.2511306,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-13.505
32,14.005,293.6647679,35,0,0.0,stim_maj_1_b,p02,0,0,1,1,-14.005
33,14.505,493.8833013,35,0,0.0,stim_maj_1_b,p02,0,0,0,0,-14.505
34,15.004,523.2511306,35,0,0.0,stim_maj_1_b,p02,0,0,0,1,-15.004
35,16.002,261.6255653,1,1,16.767,stim_maj_1_b,p02,1,1,1,1,0.7650000000000006
36,16.127,293.6647679,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-16.127
37,16.252,329.6275569,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-16.252
38,16.377,349.2282314,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-16.377
39,16.502,329.6275569,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-16.502
40,16.625,293.6647679,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-16.625
41,16.75,329.6275569,1,1,16.767,stim_maj_1_b,p02,0,0,0,0,0.01699999999999946
42,16.876,261.6255653,1,1,16.892,stim_maj_1_b,p02,0,0,0,0,0.015999999999998238
43,17.001,440.0,1,0,0.0,stim_maj_1_b,p02,0,0,0,1,-17.001
44,17.766,440.0,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-17.766
45,18.014,391.995436,1,0,0.0,stim_maj_1_b,p02,0,0,0,1,-18.014
46,18.764,349.2282314,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-18.764
47,19.029,329.6275569,1,0,0.0,stim_maj_1_b,p02,0,0,0,1,-19.029
48,19.763,349.2282314,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-19.763
49,20.013,329.6275569,1,0,0.0,stim_maj_1_b,p02,0,0,0,1,-20.013
50,20.763,293.6647679,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-20.763
51,21.029,261.6255653,1,0,0.0,stim_maj_1_b,p02,0,0,0,1,-21.029
52,21.514,195.997718,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-21.514
53,22.003,261.6255653,1,0,0.0,stim_maj_1_b,p02,0,0,0,1,-22.003
54,22.253,293.6647679,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-22.253
55,22.505,329.6275569,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-22.505
56,22.755,293.6647679,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-22.755
57,23.007,261.6255653,1,0,0.0,stim_maj_1_b,p02,0,0,0,1,-23.007
58,24.004,391.995436,1,0,0.0,stim_maj_1_b,p02,0,1,0,1,-24.004
59,24.254,329.6275569,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-24.254
60,24.504,293.6647679,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-24.504
61,24.754,329.6275569,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-24.754
62,25.002,261.6255653,-35,1,25.768,stim_maj_1_b,p02,1,0,1,1,0.7660000000000018
63,25.252,349.2282314,-35,0,0.0,stim_maj_1_b,p02,0,0,0,0,-25.252
64,25.502,329.6275569,-35,0,0.0,stim_maj_1_b,p02,0,0,0,0,-25.502
65,25.752,349.2282314,-35,1,25.768,stim_maj_1_b,p02,0,0,0,0,0.01600000000000179
66,26.009,440.0,-35,0,0.0,stim_maj_1_b,p02,0,0,0,1,-26.009
67,26.509,391.995436,-35,0,0.0,stim_maj_1_b,p02,0,0,0,0,-26.509
68,27.514,369.9944227,-35,0,0.0,stim_maj_1_b,p02,0,0,0,0,-27.514
69,27.763,293.6647679,-35,0,0.0,stim_maj_1_b,p02,0,0,0,0,-27.763
70,28.014,523.2511306,-35,0,0.0,stim_maj_1_b,p02,0,0,0,1,-28.014
71,28.513,493.8833013,-35,0,0.0,stim_maj_1_b,p02,0,0,0,0,-28.513
72,29.013,440.0,-35,0,0.0,stim_maj_1_b,p02,0,0,0,1,-29.013
73,30.003,391.995436,1,1,30.768,stim_maj_1_b,p02,1,0,1,1,0.7650000000000006
74,30.253,587.3295358,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-30.253
75,30.503,493.8833013,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-30.503
76,30.753,440.0,1,1,30.768,stim_maj_1_b,p02,0,0,0,0,0.015000000000000568
77,31.003,493.8833013,1,0,0.0,stim_maj_1_b,p02,0,0,0,1,-31.003
78,31.502,391.995436,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-31.502
79,32.001,523.2511306,35,0,0.0,stim_maj_1_b,p02,0,1,1,1,-32.001
80,32.503,493.8833013,35,0,0.0,stim_maj_1_b,p02,0,0,0,0,-32.503
81,33.008,523.2511306,35,0,0.0,stim_maj_1_b,p02,0,0,0,1,-33.008
82,33.508,493.8833013,35,0,0.0,stim_maj_1_b,p02,0,0,0,0,-33.508
83,33.758,440.0,35,0,0.0,stim_maj_1_b,p02,0,0,0,0,-33.758
84,34.008,391.995436,35,0,0.0,stim_maj_1_b,p02,0,0,0,1,-34.008
85,34.758,349.2282314,35,0,0.0,stim_maj_1_b,p02,0,0,0,0,-34.758
86,34.883,391.995436,35,0,0.0,stim_maj_1_b,p02,0,0,0,0,-34.883
87,35.008,440.0,35,0,0.0,stim_maj_1_b,p02,0,0,0,1,-35.008
88,36.513,391.995436,35,0,0.0,stim_maj_1_b,p02,0,0,0,0,-36.513
89,37.028,349.2282314,1,0,0.0,stim_maj_1_b,p02,1,0,1,1,-37.028
90,37.512,329.6275569,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-37.512
91,38.012,293.6647679,1,0,0.0,stim_maj_1_b,p02,0,1,0,1,-38.012
92,38.512,391.995436,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-38.512
93,39.012,329.6275569,1,0,0.0,stim_maj_1_b,p02,0,0,0,1,-39.012
94,39.511,261.6255653,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-39.511
95,40.01,261.6255653,-35,0,0.0,stim_maj_1_b,p02,0,1,1,1,-40.01
96,40.51,391.995436,-35,0,0.0,stim_maj_1_b,p02,0,0,0,0,-40.51
97,41.016,329.6275569,-35,0,0.0,stim_maj_1_b,p02,1,0,0,1,-41.016
98,41.5,261.6255653,-35,0,0.0,stim_maj_1_b,p02,0,0,0,0,-41.5
99,42.0,440.0,-35,0,0.0,stim_maj_1_b,p02,0,0,0,1,-42.0
100,42.515,349.2282314,-35,0,0.0,stim_maj_1_b,p02,0,0,0,0,-42.515
101,43.014,391.995436,-35,0,0.0,stim_maj_1_b,p02,0,0,0,1,-43.014
102,44.026,391.995436,1,0,0.0,stim_maj_1_b,p02,0,0,1,1,-44.026
103,44.261,349.2282314,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-44.261
104,44.511,329.6275569,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-44.511
105,44.761,349.2282314,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-44.761
106,45.011,391.995436,1,0,0.0,stim_maj_1_b,p02,0,0,0,1,-45.011
107,45.258,440.0,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-45.258
108,45.508,493.8833013,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-45.508
109,45.758,391.995436,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-45.758
110,46.008,523.2511306,1,0,0.0,stim_maj_1_b,p02,0,0,0,1,-46.008
111,46.258,587.3295358,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-46.258
112,46.508,659.2551138,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-46.508
113,46.757,783.990872,1,0,0.0,stim_maj_1_b,p02,0,0,0,0,-46.757
114,47.007,523.2511306,1,0,0.0,stim_maj_1_b,p02,0,0,0,1,-47.007
115,48.006,246.9416506,35,0,0.0,stim_maj_1_b,p02,1,1,1,1,-48.006
116,48.505,261.6255653,35,0,0.0,stim_maj_1_b,p02,0,0,0,0,-48.505
117,49.005,293.6647679,35,0,0.0,stim_maj_1_b,p02,0,0,0,1,-49.005
118,50.004,195.997718,35,0,0.0,stim_maj_1_b,p02,0,0,0,1,-50.004
119,50.504,220.0,35,0,0.0,stim_maj_1_b,p02,0,0,0,0,-50.504
120,50.753,246.9416506,35,0,0.0,stim_maj_1_b,p02,0,0,0,0,-50.753
121,51.003,261.6255653,35,0,0.0,stim_maj_1_b,p02,0,0,0,1,-51.003
122,51.501,293.6647679,35,0,0.0,stim_maj_1_b,p02,0,0,0,0,-51.501
123,51.751,329.6275569,35,0,0.0,stim_maj_1_b,p02,0,0,0,0,-51.751
124,52.001,349.2282314,35,0,0.0,stim_maj_1_b,p02,0,0,0,1,-52.001
125,52.501,329.6275569,35,0,0.0,stim_maj_1_b,p02,0,0,0,0,-52.501
126,53.001,293.6647679,35,0,0.0,stim_maj_1_b,p02,0,0,0,1,-53.001
127,53.515,329.6275569,35,0,0.0,stim_maj_1_b,p02,0,0,0,0,-53.515
