,Frequency,Timestamp,Boundary,Location_change,Visual_cue,Responses
0,stim_maj_1.csv,0.0,0,0,0,0
1,9,0.0,0,0,0,0
2,261.6255653,0.5,0,0,0,0
3,293.6647679,1.015,0,0,0,0
4,329.6275569,1.5,0,0,0,0
5,349.2282314,2.016,0,0,0,0
6,391.995436,2.765,0,0,0,0
7,349.2282314,2.89,0,0,0,0
8,329.6275569,3.001,0,0,0,0
9,440.0,3.501,0,0,0,0
10,293.6647679,4.001,0,0,0,0
11,391.995436,4.506,0,0,0,0
12,440.0,5.258,0,0,0,0
13,391.995436,5.508,0,0,0,0
14,349.2282314,5.758,0,0,0,0
15,329.6275569,6.008,0,0,0,0
16,349.2282314,6.258,0,0,0,0
17,329.6275569,6.508,0,1,0,0
18,293.6647679,6.758,1,0,1,0
19,1,7.008,0,0,0,0
20,261.6255653,7.008,0,0,0,0
21,391.995436,8.5,0,0,0,0
22,440.0,9.015,0,0,0,1
23,391.995436,9.265,0,1,1,0
24,349.2282314,9.515,0,0,0,0
25,391.995436,9.765,0,0,0,0
26,18,10.001,0,0,0,0
27,659.2551138,10.001,0,0,0,0
28,523.2511306,10.514,0,0,0,0
29,391.995436,11.014,0,0,0,0
30,349.2282314,11.512,0,0,0,0
31,329.6275569,11.762,0,0,0,0
32,349.2282314,12.012,0,0,0,0
33,587.3295358,12.511,0,0,0,0
34,329.6275569,13.01,0,0,0,0
35,523.2511306,13.51,1,0,1,0
36,293.6647679,14.01,0,0,0,0
37,493.8833013,14.51,0,0,0,0
38,523.2511306,15.009,0,0,0,0
39,261.6255653,16.01,0,0,0,0
40,293.6647679,16.135,0,0,0,0
41,329.6275569,16.26,0,0,0,0
42,349.2282314,16.385,0,0,0,0
43,329.6275569,16.51,0,0,0,1
44,293.6647679,16.635,0,0,0,0
45,329.6275569,16.76,0,1,1,0
46,261.6255653,16.885,0,0,0,0
47,440.0,17.009,0,0,0,0
48,440.0,17.758,0,0,0,0
49,1,18.008,0,0,0,0
50,391.995436,18.008,0,0,0,0
51,349.2282314,18.766,0,0,0,0
52,329.6275569,19.016,0,0,0,0
53,349.2282314,19.76,0,0,0,0
54,329.6275569,20.009,0,0,0,0
55,293.6647679,20.759,0,0,0,0
56,261.6255653,21.009,0,0,0,0
57,195.997718,21.511,0,0,0,0
58,261.6255653,22.01,1,1,0,0
59,293.6647679,22.261,0,0,0,0
60,329.6275569,22.51,0,0,0,0
61,293.6647679,22.759,0,0,0,0
62,261.6255653,23.009,0,0,0,0
63,9,24.008,0,0,0,0
64,391.995436,24.008,0,0,0,0
65,329.6275569,24.258,0,0,0,0
66,293.6647679,24.508,0,0,0,0
67,329.6275569,24.758,0,0,0,0
68,261.6255653,25.007,0,0,0,0
69,349.2282314,25.256,0,0,0,0
70,329.6275569,25.506,0,0,0,0
71,349.2282314,25.756,0,0,0,0
72,440.0,26.005,0,1,0,0
73,391.995436,26.505,0,0,0,0
74,369.9944227,27.505,0,0,0,0
75,293.6647679,27.755,0,0,0,0
76,523.2511306,28.004,0,0,0,0
77,493.8833013,28.51,0,0,0,0
78,1,29.009,0,0,0,0
79,440.0,29.009,1,1,1,0
80,391.995436,30.008,0,0,0,0
81,587.3295358,30.258,0,0,0,0
82,493.8833013,30.508,0,0,0,0
83,440.0,30.758,0,0,0,0
84,493.8833013,31.007,0,0,0,0
85,391.995436,31.508,0,0,0,0
86,18,32.007,0,0,0,0
87,523.2511306,32.007,0,1,1,0
88,493.8833013,32.507,0,0,0,0
89,523.2511306,33.007,0,0,0,0
90,493.8833013,33.506,0,0,0,1
91,440.0,33.756,1,1,1,0
92,391.995436,34.006,0,0,0,0
93,349.2282314,34.754,0,0,0,0
94,391.995436,34.879,0,0,0,0
95,1,35.004,1,1,0,0
96,440.0,35.004,0,0,0,0
97,391.995436,36.503,0,0,0,0
98,349.2282314,37.003,0,0,0,0
99,329.6275569,37.503,0,0,0,0
100,9,38.003,0,0,0,0
101,293.6647679,38.003,0,0,0,0
102,391.995436,38.503,0,0,0,0
103,329.6275569,39.002,0,0,0,0
104,261.6255653,39.501,0,0,0,0
105,1,40.002,0,0,0,0
106,261.6255653,40.002,0,0,0,0
107,391.995436,40.511,0,0,0,0
108,329.6275569,41.011,0,0,0,0
109,261.6255653,41.526,0,0,0,0
110,440.0,42.01,0,0,0,0
111,349.2282314,42.51,0,0,0,0
112,391.995436,43.009,0,0,0,0
113,391.995436,44.009,0,0,0,0
114,349.2282314,44.259,0,0,0,0
115,329.6275569,44.509,1,1,1,0
116,349.2282314,44.759,0,0,0,0
117,391.995436,45.008,0,0,0,0
118,440.0,45.251,0,0,0,0
119,493.8833013,45.5,0,0,0,0
120,391.995436,45.763,0,0,0,0
121,523.2511306,46.013,0,0,0,0
122,587.3295358,46.263,0,0,0,0
123,659.2551138,46.508,0,0,0,0
124,783.990872,46.765,0,0,0,0
125,523.2511306,47.014,0,0,0,0
126,18,48.014,0,0,0,0
127,246.9416506,48.014,0,0,0,0
128,261.6255653,48.513,0,0,0,0
129,293.6647679,49.013,0,0,0,0
130,195.997718,50.012,1,0,0,0
131,220.0,50.512,0,0,0,0
132,246.9416506,50.762,0,0,0,0
133,261.6255653,51.011,0,0,0,0
134,293.6647679,51.507,0,0,0,0
135,329.6275569,51.755,0,0,0,0
136,349.2282314,52.004,0,0,0,0
137,329.6275569,52.503,0,0,0,0
138,293.6647679,53.003,0,0,0,0
139,329.6275569,53.503,0,0,0,0
