,time,frequencies,channel,answer,prec_time,stimulus,subject,visual_cue,boundary,loc_change,changable_notes,duration
0,0.016,261.6255653,-17.5,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.472916667
1,0.516,440.0,-17.5,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.947916667
2,1.515,391.995436,-17.5,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.472916667
3,2.015,349.2282314,1.0,0,0.0,stim_maj_2_b,p12,0,0,1,1,0.472916667
4,2.515,349.2282314,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
5,2.765,329.6275569,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
6,3.015,349.2282314,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,1,0.472916667
7,3.515,440.0,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.472916667
8,4.015,293.6647679,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,1,0.472916667
9,4.515,391.995436,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.947916667
10,5.514,349.2282314,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.472916667
11,6.014,329.6275569,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,1,0.472916667
12,6.514,329.6275569,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
13,6.764,293.6647679,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
14,7.014,329.6275569,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,1,0.472916667
15,7.514,261.6255653,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.947916667
16,8.514,391.995436,17.5,0,0.0,stim_maj_2_b,p12,1,1,1,1,0.472916667
17,9.014,329.6275569,17.5,1,9.295,stim_maj_2_b,p12,0,0,0,0,0.472916667
18,9.513,440.0,17.5,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.472916667
19,10.013,293.6647679,17.5,0,0.0,stim_maj_2_b,p12,0,0,0,1,0.472916667
20,10.515,329.6275569,17.5,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
21,10.781,349.2282314,17.5,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
22,11.015,391.995436,17.5,0,0.0,stim_maj_2_b,p12,0,0,0,1,0.472916667
23,11.515,195.997718,17.5,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.472916667
24,12.015,261.6255653,1.0,0,0.0,stim_maj_2_b,p12,1,0,1,1,0.472916667
25,12.502,293.6647679,1.0,1,12.534,stim_maj_2_b,p12,0,0,0,0,0.235416667
26,12.764,329.6275569,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
27,13.014,349.2282314,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,1,1.185416667
28,14.262,391.995436,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
29,14.509,329.6275569,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
30,14.759,349.2282314,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
31,15.011,293.6647679,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,1,0.472916667
32,15.507,261.6255653,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.947916667
33,16.508,261.6255653,1.0,0,0.0,stim_maj_2_b,p12,1,1,0,0,0.235416667
34,16.754,293.6647679,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
35,17.004,329.6275569,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,1,0.235416667
36,17.254,293.6647679,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
37,17.504,261.6255653,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
38,17.754,329.6275569,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
39,18.006,293.6647679,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,1,0.235416667
40,18.256,349.2282314,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
41,18.503,329.6275569,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.710416667
42,19.265,391.995436,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
43,19.512,349.2282314,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.710416667
44,20.262,440.0,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
45,20.511,391.995436,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
46,20.758,349.2282314,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
47,21.005,391.995436,-17.5,0,0.0,stim_maj_2_b,p12,1,0,1,1,0.235416667
48,21.252,293.6647679,-17.5,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
49,21.502,329.6275569,-17.5,1,21.721,stim_maj_2_b,p12,0,0,0,0,0.235416667
50,21.752,349.2282314,-17.5,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
51,22.002,329.6275569,-17.5,0,0.0,stim_maj_2_b,p12,0,0,0,1,0.235416667
52,22.264,261.6255653,-17.5,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
53,22.514,293.6647679,-17.5,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.472916667
54,23.011,261.6255653,-17.5,0,0.0,stim_maj_2_b,p12,0,0,0,1,0.947916667
55,24.007,523.2511306,-17.5,0,0.0,stim_maj_2_b,p12,0,1,0,1,0.472916667
56,24.507,523.2511306,-17.5,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.472916667
57,25.002,659.2551138,-17.5,0,0.0,stim_maj_2_b,p12,1,0,0,1,1.422916667
58,26.513,587.3295358,-17.5,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.472916667
59,27.01,523.2511306,-17.5,0,0.0,stim_maj_2_b,p12,0,0,0,1,0.472916667
60,27.51,523.2511306,-17.5,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.472916667
61,28.007,523.2511306,-17.5,0,0.0,stim_maj_2_b,p12,0,0,0,1,0.472916667
62,28.507,493.8833013,-17.5,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
63,28.757,523.2511306,-17.5,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
64,29.003,587.3295358,-17.5,0,0.0,stim_maj_2_b,p12,0,0,0,1,1.422916667
65,30.5,659.2551138,-17.5,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.472916667
66,31.004,523.2511306,-17.5,0,0.0,stim_maj_2_b,p12,0,0,0,1,0.947916667
67,32.016,391.995436,1.0,0,0.0,stim_maj_2_b,p12,0,1,1,1,0.472916667
68,32.515,440.0,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
69,32.765,493.8833013,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
70,33.012,523.2511306,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,1,0.472916667
71,33.512,261.6255653,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.472916667
72,34.012,349.2282314,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,1,0.472916667
73,34.509,349.2282314,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.472916667
74,35.005,349.2282314,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,1,0.472916667
75,35.513,329.6275569,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
76,35.76,293.6647679,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
77,36.01,329.6275569,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,1,0.472916667
78,36.515,293.6647679,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.472916667
79,37.012,329.6275569,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,1,0.472916667
80,37.512,261.6255653,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.472916667
81,38.012,293.6647679,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,1,0.947916667
82,39.008,261.6255653,17.5,0,0.0,stim_maj_2_b,p12,0,0,1,1,0.947916667
83,40.002,261.6255653,17.5,0,0.0,stim_maj_2_b,p12,0,1,0,1,1.185416667
84,41.262,246.9416506,17.5,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
85,41.512,261.6255653,17.5,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
86,41.762,293.6647679,17.5,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
87,42.012,329.6275569,17.5,0,0.0,stim_maj_2_b,p12,0,0,0,1,0.472916667
88,42.512,261.6255653,17.5,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.472916667
89,43.009,220.0,17.5,0,0.0,stim_maj_2_b,p12,0,0,0,1,0.472916667
90,43.506,369.9944227,17.5,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.472916667
91,44.003,391.995436,17.5,0,0.0,stim_maj_2_b,p12,0,0,0,1,0.472916667
92,44.503,293.6647679,17.5,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.472916667
93,45.003,329.6275569,17.5,0,0.0,stim_maj_2_b,p12,0,0,0,1,0.472916667
94,45.515,246.9416506,17.5,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.472916667
95,46.015,261.6255653,17.5,0,0.0,stim_maj_2_b,p12,0,0,0,1,0.235416667
96,46.265,293.6647679,17.5,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
97,46.515,329.6275569,17.5,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
98,46.762,246.9416506,17.5,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
99,47.012,261.6255653,17.5,0,0.0,stim_maj_2_b,p12,0,0,0,1,1.185416667
100,48.255,391.995436,1.0,0,0.0,stim_maj_2_b,p12,0,1,1,0,0.235416667
101,48.505,440.0,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
102,48.755,493.8833013,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
103,49.002,523.2511306,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,1,0.235416667
104,49.252,587.3295358,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
105,49.514,659.2551138,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
106,49.764,698.4564629,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
107,50.014,783.990872,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,1,0.235416667
108,50.261,698.4564629,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
109,50.511,783.990872,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
110,50.761,880.0,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
111,51.009,587.3295358,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,1,0.235416667
112,51.259,880.0,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
113,51.505,783.990872,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
114,51.755,698.4564629,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
115,52.021,659.2551138,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,1,0.235416667
116,52.252,261.6255653,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
117,52.502,293.6647679,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
118,52.752,329.6275569,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
119,53.002,349.2282314,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,1,0.235416667
120,53.252,391.995436,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
121,53.502,440.0,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
122,53.765,493.8833013,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
123,54.015,523.2511306,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,1,0.235416667
124,54.265,493.8833013,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.235416667
125,54.515,523.2511306,1.0,0,0.0,stim_maj_2_b,p12,0,0,0,0,0.472916667
126,55.011,659.2551138,-17.5,0,0.0,stim_maj_2_b,p12,1,0,1,1,0.472916667
127,55.509,523.2511306,-17.5,1,55.739,stim_maj_2_b,p12,0,0,0,0,0.472916667
128,56.005,261.6255653,-17.5,0,0.0,stim_maj_2_b,p12,0,1,0,1,0.947916667
129,57.001,329.6275569,-17.5,0,0.0,stim_maj_2_b,p12,0,0,0,1,0.947916667
130,58.014,440.0,-17.5,0,0.0,stim_maj_2_b,p12,1,0,0,1,0.947916667
131,59.022,349.2282314,1.0,0,0.0,stim_maj_2_b,p12,1,0,1,1,0.947916667
132,60.014,293.6647679,17.5,0,0.0,stim_maj_2_b,p12,1,0,1,1,0.947916667
133,61.014,493.8833013,17.5,0,0.0,stim_maj_2_b,p12,0,0,0,1,0.947916667
134,62.009,523.2511306,17.5,0,0.0,stim_maj_2_b,p12,0,0,0,0,1.897916667
