,time,frequencies,channel,answer,prec_time,stimulus,subject,visual_cue,boundary,loc_change,changable_notes,duration
0,0.016,261.6255653,-17.5,0,0.0,stim_maj_2_a,p12,0,0,0,0,0.472916667
1,0.513,440.0,-17.5,0,0.0,stim_maj_2_a,p12,0,0,0,0,0.947916667
2,1.51,391.995436,-17.5,0,0.0,stim_maj_2_a,p12,0,0,0,0,0.472916667
3,2.007,349.2282314,-17.5,0,0.0,stim_maj_2_a,p12,0,0,0,1,0.472916667
4,2.506,349.2282314,-17.5,0,0.0,stim_maj_2_a,p12,0,0,0,0,0.235416667
5,2.756,329.6275569,-17.5,0,0.0,stim_maj_2_a,p12,0,0,0,0,0.235416667
6,3.002,349.2282314,-17.5,0,0.0,stim_maj_2_a,p12,0,0,0,1,0.472916667
7,3.502,440.0,-17.5,0,0.0,stim_maj_2_a,p12,0,0,0,0,0.472916667
8,4.014,293.6647679,-17.5,0,0.0,stim_maj_2_a,p12,0,0,0,1,0.472916667
9,4.5,391.995436,-17.5,0,0.0,stim_maj_2_a,p12,0,0,0,0,0.947916667
10,5.5,349.2282314,-17.5,0,0.0,stim_maj_2_a,p12,0,0,0,0,0.472916667
11,6.008,329.6275569,-17.5,0,0.0,stim_maj_2_a,p12,0,0,0,1,0.472916667
12,6.505,329.6275569,-17.5,0,0.0,stim_maj_2_a,p12,0,0,0,0,0.235416667
13,6.755,293.6647679,-17.5,0,0.0,stim_maj_2_a,p12,0,0,0,0,0.235416667
14,7.001,329.6275569,-17.5,0,0.0,stim_maj_2_a,p12,0,0,0,1,0.472916667
15,7.501,261.6255653,-17.5,0,0.0,stim_maj_2_a,p12,0,0,0,0,0.947916667
16,8.513,391.995436,-17.5,0,0.0,stim_maj_2_a,p12,1,1,0,1,0.472916667
17,9.013,329.6275569,-17.5,0,0.0,stim_maj_2_a,p12,0,0,0,0,0.472916667
18,9.512,440.0,-17.5,0,0.0,stim_maj_2_a,p12,0,0,0,0,0.472916667
19,10.009,293.6647679,-17.5,0,0.0,stim_maj_2_a,p12,0,0,0,1,0.472916667
20,10.508,329.6275569,-17.5,0,0.0,stim_maj_2_a,p12,0,0,0,0,0.235416667
21,10.758,349.2282314,-17.5,0,0.0,stim_maj_2_a,p12,0,0,0,0,0.235416667
22,11.008,391.995436,-17.5,0,0.0,stim_maj_2_a,p12,0,0,0,1,0.472916667
23,11.503,195.997718,-17.5,0,0.0,stim_maj_2_a,p12,0,0,0,0,0.472916667
24,12.003,261.6255653,-17.5,0,0.0,stim_maj_2_a,p12,1,0,0,1,0.472916667
25,12.511,293.6647679,-17.5,0,0.0,stim_maj_2_a,p12,0,0,0,0,0.235416667
26,12.761,329.6275569,-17.5,0,0.0,stim_maj_2_a,p12,0,0,0,0,0.235416667
27,13.011,349.2282314,-17.5,0,0.0,stim_maj_2_a,p12,0,0,0,1,1.185416667
28,14.251,391.995436,-17.5,0,0.0,stim_maj_2_a,p12,0,0,0,0,0.235416667
29,14.501,329.6275569,-17.5,0,0.0,stim_maj_2_a,p12,0,0,0,0,0.235416667
30,14.751,349.2282314,-17.5,0,0.0,stim_maj_2_a,p12,0,0,0,0,0.235416667
31,15.001,293.6647679,-17.5,0,0.0,stim_maj_2_a,p12,0,0,0,1,0.472916667
32,15.514,261.6255653,-17.5,0,0.0,stim_maj_2_a,p12,0,0,0,0,0.947916667
33,16.51,261.6255653,1.0,0,0.0,stim_maj_2_a,p12,0,1,1,0,0.235416667
34,16.76,293.6647679,1.0,0,0.0,stim_maj_2_a,p12,0,0,0,0,0.235416667
35,17.01,329.6275569,1.0,0,0.0,stim_maj_2_a,p12,1,0,0,1,0.235416667
36,17.26,293.6647679,1.0,0,0.0,stim_maj_2_a,p12,0,0,0,0,0.235416667
