,time,frequencies,channel,answer,prec_time,stimulus,subject,condition,date,hour,visual_cue,boundary,loc_change,changable_notes,time_difference,block,condition_number,trial_number,condition_n,trial_n,signal_theory
25835,24.001,391.995436,1.0,0,0.0,stim_maj_1,sub09,melody,2024-03-04,12-27-48,1,1,0,1,-24.001,experiment,712,59,2,10,corr
25849,29.01,261.6255653,1.0,0,0.0,stim_maj_1,sub09,melody,2024-03-04,12-27-48,1,0,0,1,-29.01,experiment,726,73,2,10,corr
25856,32.003,523.2511306,17.5,1,32.921,stim_maj_1,sub09,melody,2024-03-04,12-27-48,1,1,0,1,0.9179999999999993,experiment,733,80,2,10,fa
25864,35.007,349.2282314,1.0,1,35.801,stim_maj_1,sub09,melody,2024-03-04,12-27-48,1,0,1,1,0.794000000000004,experiment,741,88,2,10,hit
25876,42.014,293.6647679,1.0,1,42.495,stim_maj_1,sub09,melody,2024-03-04,12-27-48,1,0,1,1,0.48099999999999454,experiment,753,100,2,10,hit
25879,44.003,349.2282314,17.5,0,0.0,stim_maj_1,sub09,melody,2024-03-04,12-27-48,1,0,1,1,-44.003,experiment,756,103,2,10,miss
25898,51.006,195.997718,-17.5,1,51.787,stim_maj_1,sub09,melody,2024-03-04,12-27-48,1,0,1,1,0.7809999999999988,experiment,775,122,2,10,hit
25907,56.5,523.2511306,1.0,0,0.0,stim_maj_1,sub09,melody,2024-03-04,12-27-48,1,1,1,1,-56.5,experiment,784,131,2,10,miss
25928,3.015,698.4564629,1.0,1,3.731,stim_maj_5,sub09,melody,2024-03-04,12-28-58,1,0,1,1,0.7159999999999997,experiment,805,12,2,11,hit
25951,10.005,195.997718,17.5,1,10.705,stim_maj_5,sub09,melody,2024-03-04,12-28-58,1,0,1,1,0.6999999999999993,experiment,828,35,2,11,hit
25960,16.004,329.6275569,1.0,0,0.0,stim_maj_5,sub09,melody,2024-03-04,12-28-58,1,1,1,1,-16.004,experiment,837,44,2,11,miss
25974,24.011,391.995436,1.0,0,0.0,stim_maj_5,sub09,melody,2024-03-04,12-28-58,1,1,0,1,-24.011,experiment,851,58,2,11,corr
25998,32.012,523.2511306,1.0,0,0.0,stim_maj_5,sub09,melody,2024-03-04,12-28-58,1,1,0,1,-32.012,experiment,875,82,2,11,corr
26012,35.014,440.0,-17.5,1,35.795,stim_maj_5,sub09,melody,2024-03-04,12-28-58,1,0,1,1,0.7809999999999988,experiment,889,96,2,11,hit
26026,40.261,391.995436,1.0,1,41.245,stim_maj_5,sub09,melody,2024-03-04,12-28-58,1,1,1,1,0.9839999999999947,experiment,903,110,2,11,hit
26045,46.007,329.6275569,17.5,0,0.0,stim_maj_5,sub09,melody,2024-03-04,12-28-58,1,0,0,1,-46.007,experiment,922,129,2,11,corr
26048,48.004,329.6275569,1.0,0,0.0,stim_maj_5,sub09,melody,2024-03-04,12-28-58,1,1,1,1,-48.004,experiment,925,132,2,11,miss
26055,51.008,293.6647679,-17.5,1,51.692,stim_maj_5,sub09,melody,2024-03-04,12-28-58,1,0,1,1,0.6839999999999975,experiment,932,139,2,11,hit
26067,57.004,1046.502261,1.0,0,0.0,stim_maj_5,sub09,melody,2024-03-04,12-28-58,1,0,0,1,-57.004,experiment,944,151,2,11,corr
26094,4.008,349.2282314,1.0,1,4.907,stim_min_5,sub09,melody,2024-03-04,12-30-16,1,0,1,1,0.899,experiment,971,14,2,12,hit
26104,8.006,523.2511306,17.5,1,8.812,stim_min_5,sub09,melody,2024-03-04,12-30-16,1,1,1,1,0.8059999999999992,experiment,981,24,2,12,hit
26114,16.006,311.1269837,-17.5,1,16.644,stim_min_5,sub09,melody,2024-03-04,12-30-16,1,1,0,1,0.6379999999999981,experiment,991,34,2,12,fa
26138,24.004,523.2511306,1.0,1,24.597,stim_min_5,sub09,melody,2024-03-04,12-30-16,1,1,1,1,0.593,experiment,1015,58,2,12,hit
26148,28.009,349.2282314,1.0,0,0.0,stim_min_5,sub09,melody,2024-03-04,12-30-16,1,0,0,1,-28.009,experiment,1025,68,2,12,corr
26158,32.008,391.995436,1.0,0,0.0,stim_min_5,sub09,melody,2024-03-04,12-30-16,1,1,0,1,-32.008,experiment,1035,78,2,12,corr
26167,38.002,391.995436,17.5,1,38.643,stim_min_5,sub09,melody,2024-03-04,12-30-16,1,0,1,1,0.6409999999999982,experiment,1044,87,2,12,hit
26169,40.011,523.2511306,1.0,0,0.0,stim_min_5,sub09,melody,2024-03-04,12-30-16,1,1,1,1,-40.011,experiment,1046,89,2,12,miss
26200,50.004,523.2511306,1.0,1,50.457,stim_min_5,sub09,melody,2024-03-04,12-30-16,1,0,1,1,0.45300000000000296,experiment,1077,120,2,12,hit
26223,62.006,523.2511306,1.0,1,62.647,stim_min_5,sub09,melody,2024-03-04,12-30-16,1,0,1,1,0.6409999999999982,experiment,1100,143,2,12,hit
26253,8.007,391.995436,1.0,1,8.661,stim_maj_6,sub09,melody,2024-03-04,12-31-26,1,1,1,1,0.6539999999999999,experiment,1130,27,2,13,hit
26275,16.01,391.995436,1.0,0,0.0,stim_maj_6,sub09,melody,2024-03-04,12-31-26,1,1,1,1,-16.01,experiment,1152,49,2,13,miss
26284,19.012,523.2511306,1.0,0,0.0,stim_maj_6,sub09,melody,2024-03-04,12-31-26,1,0,0,1,-19.012,experiment,1161,58,2,13,corr
26294,22.002,293.6647679,1.0,1,22.518,stim_maj_6,sub09,melody,2024-03-04,12-31-26,1,0,1,1,0.5160000000000018,experiment,1171,68,2,13,hit
26331,34.012,329.6275569,1.0,0,0.0,stim_maj_6,sub09,melody,2024-03-04,12-31-26,1,0,1,1,-34.012,experiment,1208,105,2,13,miss
26345,40.008,329.6275569,-17.5,1,40.695,stim_maj_6,sub09,melody,2024-03-04,12-31-26,1,1,1,1,0.6869999999999976,experiment,1222,119,2,13,hit
26359,45.006,349.2282314,17.5,1,45.784,stim_maj_6,sub09,melody,2024-03-04,12-31-26,1,0,1,1,0.7779999999999987,experiment,1236,133,2,13,hit
26398,56.001,261.6255653,17.5,0,0.0,stim_maj_6,sub09,melody,2024-03-04,12-31-26,1,1,0,1,-56.001,experiment,1275,172,2,13,corr
26405,59.013,349.2282314,1.0,0,0.0,stim_maj_6,sub09,melody,2024-03-04,12-31-26,1,0,1,1,-59.013,experiment,1282,179,2,13,miss
26427,8.515,391.995436,1.0,0,0.0,stim_maj_2,sub09,melody,2024-03-04,12-32-36,1,1,1,1,-8.515,experiment,1304,17,2,14,miss
26438,13.006,391.995436,17.5,0,0.0,stim_maj_2,sub09,melody,2024-03-04,12-32-36,1,0,1,1,-13.006,experiment,1315,28,2,14,miss
26473,32.002,523.2511306,1.0,1,32.612,stim_maj_2,sub09,melody,2024-03-04,12-32-36,1,1,1,1,0.6099999999999994,experiment,1350,63,2,14,hit
26485,40.004,391.995436,17.5,1,40.563,stim_maj_2,sub09,melody,2024-03-04,12-32-36,1,1,1,1,0.5590000000000046,experiment,1362,75,2,14,hit
26490,42.009,293.6647679,1.0,0,0.0,stim_maj_2,sub09,melody,2024-03-04,12-32-36,1,0,1,1,-42.009,experiment,1367,80,2,14,miss
26509,52.008,440.0,-17.5,1,52.645,stim_maj_2,sub09,melody,2024-03-04,12-32-36,1,0,1,1,0.6370000000000005,experiment,1386,99,2,14,hit
26518,56.003,261.6255653,-17.5,0,0.0,stim_maj_2,sub09,melody,2024-03-04,12-32-36,1,1,0,1,-56.003,experiment,1395,108,2,14,corr
26525,62.007,349.2282314,1.0,1,62.71,stim_maj_2,sub09,melody,2024-03-04,12-32-36,1,0,1,1,0.703000000000003,experiment,1402,115,2,14,hit
26536,3.012,466.1637615,-17.5,0,0.0,stim_min_2,sub09,melody,2024-03-04,12-33-46,1,0,0,1,-3.012,experiment,1413,8,2,15,corr
26556,11.011,293.6647679,1.0,1,11.98,stim_min_2,sub09,melody,2024-03-04,12-33-46,1,0,1,1,0.9690000000000012,experiment,1433,28,2,15,hit
26570,15.009,311.1269837,17.5,0,0.0,stim_min_2,sub09,melody,2024-03-04,12-33-46,1,0,1,1,-15.009,experiment,1447,42,2,15,miss
26581,19.001,349.2282314,1.0,0,0.0,stim_min_2,sub09,melody,2024-03-04,12-33-46,1,0,1,1,-19.001,experiment,1458,53,2,15,miss
26612,32.503,261.6255653,1.0,1,33.108,stim_min_2,sub09,melody,2024-03-04,12-33-46,1,1,1,1,0.6049999999999969,experiment,1489,84,2,15,hit
26620,37.004,783.990872,17.5,1,37.63,stim_min_2,sub09,melody,2024-03-04,12-33-46,1,0,1,1,0.6260000000000048,experiment,1497,92,2,15,hit
26624,40.004,261.6255653,1.0,0,0.0,stim_min_2,sub09,melody,2024-03-04,12-33-46,1,1,1,1,-40.004,experiment,1501,96,2,15,miss
26638,50.004,880.0,-17.5,1,50.769,stim_min_2,sub09,melody,2024-03-04,12-33-46,1,0,0,1,0.7650000000000006,experiment,1515,110,2,15,fa
26648,57.015,391.995436,1.0,0,0.0,stim_min_2,sub09,melody,2024-03-04,12-33-46,1,1,0,1,-57.015,experiment,1525,120,2,15,corr
26676,5.005,622.2539674,1.0,1,5.784,stim_min_3,sub09,melody,2024-03-04,12-34-56,1,0,1,1,0.7789999999999999,experiment,1553,19,2,16,hit
26687,8.251,523.2511306,1.0,0,0.0,stim_min_3,sub09,melody,2024-03-04,12-34-56,1,1,0,1,-8.251,experiment,1564,30,2,16,corr
26708,16.004,261.6255653,1.0,0,0.0,stim_min_3,sub09,melody,2024-03-04,12-34-56,1,1,1,1,-16.004,experiment,1585,51,2,16,miss
26742,32.005,523.2511306,1.0,1,32.53,stim_min_3,sub09,melody,2024-03-04,12-34-56,1,1,1,1,0.5249999999999986,experiment,1619,85,2,16,hit
26755,40.505,391.995436,17.5,1,41.498,stim_min_3,sub09,melody,2024-03-04,12-34-56,1,1,1,1,0.992999999999995,experiment,1632,98,2,16,hit
26764,45.003,311.1269837,1.0,0,0.0,stim_min_3,sub09,melody,2024-03-04,12-34-56,1,0,1,1,-45.003,experiment,1641,107,2,16,miss
26768,47.009,261.6255653,1.0,0,0.0,stim_min_3,sub09,melody,2024-03-04,12-34-56,1,0,0,1,-47.009,experiment,1645,111,2,16,corr
26784,53.014,523.2511306,1.0,1,53.73,stim_min_3,sub09,melody,2024-03-04,12-34-56,1,0,1,1,0.715999999999994,experiment,1661,127,2,16,hit
26793,56.503,391.995436,17.5,0,0.0,stim_min_3,sub09,melody,2024-03-04,12-34-56,1,1,1,1,-56.503,experiment,1670,136,2,16,miss
26801,60.005,622.2539674,1.0,0,0.0,stim_min_3,sub09,melody,2024-03-04,12-34-56,1,0,1,1,-60.005,experiment,1678,144,2,16,miss
26821,3.005,523.2511306,1.0,1,3.704,stim_maj_4,sub09,melody,2024-03-04,12-36-09,1,0,1,1,0.6990000000000003,experiment,1698,13,2,17,hit
26840,8.0,523.2511306,1.0,0,0.0,stim_maj_4,sub09,melody,2024-03-04,12-36-09,1,1,1,1,-8.0,experiment,1717,32,2,17,miss
26850,14.008,349.2282314,-17.5,1,14.846,stim_maj_4,sub09,melody,2024-03-04,12-36-09,1,0,0,1,0.838000000000001,experiment,1727,42,2,17,fa
26853,16.015,391.995436,1.0,0,0.0,stim_maj_4,sub09,melody,2024-03-04,12-36-09,1,1,1,1,-16.015,experiment,1730,45,2,17,miss
26868,21.006,349.2282314,17.5,0,0.0,stim_maj_4,sub09,melody,2024-03-04,12-36-09,1,0,1,1,-21.006,experiment,1745,60,2,17,miss
26896,30.015,523.2511306,17.5,0,0.0,stim_maj_4,sub09,melody,2024-03-04,12-36-09,1,0,0,1,-30.015,experiment,1773,88,2,17,corr
26901,32.007,523.2511306,1.0,1,32.931,stim_maj_4,sub09,melody,2024-03-04,12-36-09,1,1,0,1,0.9239999999999995,experiment,1778,93,2,17,fa
26906,36.014,523.2511306,1.0,0,0.0,stim_maj_4,sub09,melody,2024-03-04,12-36-09,1,0,0,1,-36.014,experiment,1783,98,2,17,corr
26912,40.007,659.2551138,-17.5,1,40.519,stim_maj_4,sub09,melody,2024-03-04,12-36-09,1,1,1,1,0.5120000000000005,experiment,1789,104,2,17,hit
26971,62.014,493.8833013,17.5,1,62.433,stim_maj_4,sub09,melody,2024-03-04,12-36-09,1,0,1,1,0.41899999999999693,experiment,1848,163,2,17,hit
26999,10.006,523.2511306,1.0,0,0.0,stim_min_4,sub09,rhythm,2024-03-04,12-42-01,1,1,0,1,-10.006,experiment,27,27,3,18,corr
27026,19.585,311.1269837,17.5,1,20.366,stim_min_4,sub09,rhythm,2024-03-04,12-42-01,1,0,0,1,0.7809999999999988,experiment,54,54,3,18,fa
27050,28.514,523.2511306,1.0,1,29.354,stim_min_4,sub09,rhythm,2024-03-04,12-42-01,1,1,1,1,0.8399999999999999,experiment,78,78,3,18,hit
27064,32.968,698.4564629,-17.5,1,33.684,stim_min_4,sub09,rhythm,2024-03-04,12-42-01,1,0,1,1,0.715999999999994,experiment,92,92,3,18,hit
27100,46.957,391.995436,17.5,1,47.645,stim_min_4,sub09,rhythm,2024-03-04,12-42-01,1,1,1,1,0.6880000000000024,experiment,128,128,3,18,hit
27108,49.824,830.6093952,1.0,0,0.0,stim_min_4,sub09,rhythm,2024-03-04,12-42-01,1,0,1,1,-49.824,experiment,136,136,3,18,miss
27119,53.619,391.995436,-17.5,1,54.088,stim_min_4,sub09,rhythm,2024-03-04,12-42-01,1,0,0,1,0.4690000000000012,experiment,147,147,3,18,fa
27131,58.163,391.995436,1.0,1,58.863,stim_min_4,sub09,rhythm,2024-03-04,12-42-01,1,1,1,1,0.7000000000000028,experiment,159,159,3,18,hit
27140,60.622,293.6647679,17.5,0,0.0,stim_min_4,sub09,rhythm,2024-03-04,12-42-01,1,0,1,1,-60.622,experiment,168,168,3,18,miss
27146,62.707,246.9416506,1.0,0,0.0,stim_min_4,sub09,rhythm,2024-03-04,12-42-01,1,0,1,1,-62.707,experiment,174,174,3,18,miss
27165,4.003,523.2511306,17.5,0,0.0,stim_maj_3,sub09,rhythm,2024-03-04,12-43-11,1,0,1,1,-4.003,experiment,193,16,3,19,miss
27179,10.148,698.4564629,1.0,0,0.0,stim_maj_3,sub09,rhythm,2024-03-04,12-43-11,1,0,1,1,-10.148,experiment,207,30,3,19,miss
27195,14.783,659.2551138,1.0,0,0.0,stim_maj_3,sub09,rhythm,2024-03-04,12-43-11,1,0,0,1,-14.783,experiment,223,46,3,19,corr
27213,20.049,587.3295358,1.0,1,20.393,stim_maj_3,sub09,rhythm,2024-03-04,12-43-11,1,0,1,1,0.3440000000000012,experiment,241,64,3,19,hit
27231,27.779,391.995436,17.5,1,28.291,stim_maj_3,sub09,rhythm,2024-03-04,12-43-11,1,1,1,1,0.5120000000000005,experiment,259,82,3,19,hit
27277,42.274,391.995436,17.5,0,0.0,stim_maj_3,sub09,rhythm,2024-03-04,12-43-11,1,1,0,1,-42.274,experiment,305,128,3,19,corr
27297,48.902,523.2511306,-17.5,1,49.542,stim_maj_3,sub09,rhythm,2024-03-04,12-43-11,1,1,1,1,0.6400000000000006,experiment,325,148,3,19,hit
27326,59.152,261.6255653,1.0,1,59.932,stim_maj_3,sub09,rhythm,2024-03-04,12-43-11,1,1,1,1,0.7800000000000011,experiment,354,177,3,19,hit
27337,62.406,349.2282314,17.5,1,63.172,stim_maj_3,sub09,rhythm,2024-03-04,12-43-11,1,0,1,1,0.7659999999999982,experiment,365,188,3,19,hit
27366,12.675,311.1269837,17.5,1,13.341,stim_min_1,sub09,rhythm,2024-03-04,12-44-21,1,0,1,1,0.6659999999999986,experiment,394,26,3,20,hit
27378,19.59,349.2282314,1.0,0,0.0,stim_min_1,sub09,rhythm,2024-03-04,12-44-21,1,0,0,1,-19.59,experiment,406,38,3,20,corr
27380,21.255,391.995436,-17.5,0,0.0,stim_min_1,sub09,rhythm,2024-03-04,12-44-21,1,1,1,1,-21.255,experiment,408,40,3,20,miss
27390,25.76,311.1269837,1.0,0,0.0,stim_min_1,sub09,rhythm,2024-03-04,12-44-21,1,0,0,1,-25.76,experiment,418,50,3,20,corr
27407,34.934,261.6255653,17.5,0,0.0,stim_min_1,sub09,rhythm,2024-03-04,12-44-21,1,1,0,1,-34.934,experiment,435,67,3,20,corr
27412,38.427,311.1269837,1.0,0,0.0,stim_min_1,sub09,rhythm,2024-03-04,12-44-21,1,0,1,1,-38.427,experiment,440,72,3,20,miss
27422,42.958,195.997718,-17.5,1,43.599,stim_min_1,sub09,rhythm,2024-03-04,12-44-21,1,0,1,1,0.6409999999999982,experiment,450,82,3,20,hit
27426,45.203,391.995436,1.0,0,0.0,stim_min_1,sub09,rhythm,2024-03-04,12-44-21,1,1,1,1,-45.203,experiment,454,86,3,20,miss
27442,51.782,261.6255653,17.5,1,52.419,stim_min_1,sub09,rhythm,2024-03-04,12-44-21,1,1,1,1,0.6370000000000005,experiment,470,102,3,20,hit
27489,9.379,523.2511306,1.0,0,0.0,stim_min_6,sub09,rhythm,2024-03-04,12-45-31,1,0,0,1,-9.379,experiment,517,24,3,21,corr
27498,12.628,311.1269837,17.5,1,13.234,stim_min_6,sub09,rhythm,2024-03-04,12-45-31,1,0,1,1,0.6059999999999999,experiment,526,33,3,21,hit
27508,17.264,523.2511306,-17.5,0,0.0,stim_min_6,sub09,rhythm,2024-03-04,12-45-31,1,0,1,1,-17.264,experiment,536,43,3,21,miss
27523,21.378,493.8833013,1.0,0,0.0,stim_min_6,sub09,rhythm,2024-03-04,12-45-31,1,0,0,1,-21.378,experiment,551,58,3,21,corr
27535,27.587,587.3295358,1.0,1,28.192,stim_min_6,sub09,rhythm,2024-03-04,12-45-31,1,0,0,1,0.6050000000000004,experiment,563,70,3,21,fa
27549,33.077,261.6255653,-17.5,1,33.795,stim_min_6,sub09,rhythm,2024-03-04,12-45-31,1,0,1,1,0.7180000000000035,experiment,577,84,3,21,hit
27562,37.582,391.995436,1.0,1,38.469,stim_min_6,sub09,rhythm,2024-03-04,12-45-31,1,0,1,1,0.8870000000000005,experiment,590,97,3,21,hit
27589,47.949,415.3046976,17.5,0,0.0,stim_min_6,sub09,rhythm,2024-03-04,12-45-31,1,0,1,1,-47.949,experiment,617,124,3,21,miss
27596,50.949,261.6255653,1.0,0,0.0,stim_min_6,sub09,rhythm,2024-03-04,12-45-31,1,1,1,1,-50.949,experiment,624,131,3,21,miss
27614,58.328,587.3295358,1.0,0,0.0,stim_min_6,sub09,rhythm,2024-03-04,12-45-31,1,1,0,1,-58.328,experiment,642,149,3,21,corr
27629,1.012,349.2282314,1.0,0,0.0,stim_maj_1,sub09,rhythm,2024-03-04,12-46-41,1,0,1,1,-1.012,experiment,657,4,3,22,miss
27644,7.757,391.995436,17.5,0,0.0,stim_maj_1,sub09,rhythm,2024-03-04,12-46-41,1,1,0,1,-7.757,experiment,672,19,3,22,corr
27656,12.629,329.6275569,1.0,0,0.0,stim_maj_1,sub09,rhythm,2024-03-04,12-46-41,1,0,0,1,-12.629,experiment,684,31,3,22,corr
27661,14.888,261.6255653,-17.5,1,15.605,stim_maj_1,sub09,rhythm,2024-03-04,12-46-41,1,1,1,1,0.7170000000000005,experiment,689,36,3,22,hit
27673,19.763,329.6275569,1.0,1,20.54,stim_maj_1,sub09,rhythm,2024-03-04,12-46-41,1,0,1,1,0.7769999999999975,experiment,701,48,3,22,hit
27683,24.013,261.6255653,17.5,1,24.671,stim_maj_1,sub09,rhythm,2024-03-04,12-46-41,1,0,1,1,0.6579999999999977,experiment,711,58,3,22,hit
27696,30.135,523.2511306,1.0,0,0.0,stim_maj_1,sub09,rhythm,2024-03-04,12-46-41,1,0,1,1,-30.135,experiment,724,71,3,22,miss
27725,43.961,440.0,1.0,0,0.0,stim_maj_1,sub09,rhythm,2024-03-04,12-46-41,1,0,1,1,-43.961,experiment,753,100,3,22,miss
27741,51.331,246.9416506,1.0,0,0.0,stim_maj_1,sub09,rhythm,2024-03-04,12-46-41,1,1,0,1,-51.331,experiment,769,116,3,22,corr
27770,1.502,523.2511306,-17.5,0,0.0,stim_maj_5,sub09,rhythm,2024-03-04,12-47-50,1,0,0,1,-1.502,experiment,798,5,3,23,corr
27793,10.169,523.2511306,1.0,1,10.981,stim_maj_5,sub09,rhythm,2024-03-04,12-47-50,1,0,1,1,0.8119999999999994,experiment,821,28,3,23,hit
27798,12.043,293.6647679,17.5,0,0.0,stim_maj_5,sub09,rhythm,2024-03-04,12-47-50,1,0,1,1,-12.043,experiment,826,33,3,23,miss
27802,13.212,349.2282314,1.0,0,0.0,stim_maj_5,sub09,rhythm,2024-03-04,12-47-50,1,0,1,1,-13.212,experiment,830,37,3,23,miss
27809,16.867,329.6275569,1.0,0,0.0,stim_maj_5,sub09,rhythm,2024-03-04,12-47-50,1,1,0,1,-16.867,experiment,837,44,3,23,corr
27816,19.867,220.0,-17.5,1,20.442,stim_maj_5,sub09,rhythm,2024-03-04,12-47-50,1,0,1,1,0.5749999999999993,experiment,844,51,3,23,hit
27823,22.541,391.995436,-17.5,0,0.0,stim_maj_5,sub09,rhythm,2024-03-04,12-47-50,1,1,0,1,-22.541,experiment,851,58,3,23,corr
27829,24.16,391.995436,1.0,0,0.0,stim_maj_5,sub09,rhythm,2024-03-04,12-47-50,1,0,1,1,-24.16,experiment,857,64,3,23,miss
27842,29.663,349.2282314,17.5,1,30.472,stim_maj_5,sub09,rhythm,2024-03-04,12-47-50,1,0,1,1,0.809000000000001,experiment,870,77,3,23,hit
27875,42.198,391.995436,1.0,0,0.0,stim_maj_5,sub09,rhythm,2024-03-04,12-47-50,1,1,1,1,-42.198,experiment,903,110,3,23,miss
27915,58.24,391.995436,-17.5,1,58.831,stim_maj_5,sub09,rhythm,2024-03-04,12-47-50,1,1,1,1,0.5910000000000011,experiment,943,150,3,23,hit
27953,11.235,523.2511306,1.0,1,11.825,stim_min_5,sub09,rhythm,2024-03-04,12-49-34,1,1,1,1,0.5899999999999999,experiment,981,24,3,24,hit
27962,15.113,261.6255653,17.5,1,15.503,stim_min_5,sub09,rhythm,2024-03-04,12-49-34,1,0,0,1,0.39000000000000057,experiment,990,33,3,24,fa
27968,18.228,587.3295358,1.0,0,0.0,stim_min_5,sub09,rhythm,2024-03-04,12-49-34,1,0,0,1,-18.228,experiment,996,39,3,24,corr
28007,32.738,391.995436,-17.5,1,33.458,stim_min_5,sub09,rhythm,2024-03-04,12-49-34,1,1,1,1,0.7199999999999989,experiment,1035,78,3,24,hit
28010,34.733,391.995436,1.0,0,0.0,stim_min_5,sub09,rhythm,2024-03-04,12-49-34,1,0,1,1,-34.733,experiment,1038,81,3,24,miss
28013,35.729,622.2539674,17.5,0,0.0,stim_min_5,sub09,rhythm,2024-03-04,12-49-34,1,0,1,1,-35.729,experiment,1041,84,3,24,miss
28016,37.233,523.2511306,1.0,0,0.0,stim_min_5,sub09,rhythm,2024-03-04,12-49-34,1,0,1,1,-37.233,experiment,1044,87,3,24,miss
28045,50.232,261.6255653,1.0,1,50.799,stim_min_5,sub09,rhythm,2024-03-04,12-49-34,1,1,0,1,0.5670000000000002,experiment,1073,116,3,24,fa
28065,60.234,391.995436,1.0,1,60.918,stim_min_5,sub09,rhythm,2024-03-04,12-49-34,1,1,0,1,0.6839999999999975,experiment,1093,136,3,24,fa
28070,62.226,415.3046976,1.0,0,0.0,stim_min_5,sub09,rhythm,2024-03-04,12-49-34,1,0,0,1,-62.226,experiment,1098,141,3,24,corr
28084,2.012,440.0,-17.5,0,0.0,stim_maj_6,sub09,rhythm,2024-03-04,12-50-45,1,0,0,1,-2.012,experiment,1112,9,3,25,corr
28101,6.766,261.6255653,1.0,1,7.216,stim_maj_6,sub09,rhythm,2024-03-04,12-50-45,1,0,0,1,0.4500000000000002,experiment,1129,26,3,25,fa
28124,17.263,391.995436,1.0,1,18.319,stim_maj_6,sub09,rhythm,2024-03-04,12-50-45,1,1,1,1,1.0559999999999974,experiment,1152,49,3,25,hit
28149,25.512,659.2551138,1.0,1,26.29,stim_maj_6,sub09,rhythm,2024-03-04,12-50-45,1,1,1,1,0.7779999999999987,experiment,1177,74,3,25,hit
28169,33.207,329.6275569,17.5,1,33.989,stim_maj_6,sub09,rhythm,2024-03-04,12-50-45,1,0,1,1,0.7819999999999965,experiment,1197,94,3,25,hit
28194,41.705,329.6275569,17.5,0,0.0,stim_maj_6,sub09,rhythm,2024-03-04,12-50-45,1,1,0,1,-41.705,experiment,1222,119,3,25,corr
28236,55.836,349.2282314,-17.5,0,0.0,stim_maj_6,sub09,rhythm,2024-03-04,12-50-45,1,0,0,1,-55.836,experiment,1264,161,3,25,corr
28247,59.709,261.6255653,1.0,1,60.424,stim_maj_6,sub09,rhythm,2024-03-04,12-50-45,1,1,1,1,0.7149999999999963,experiment,1275,172,3,25,hit
28255,62.464,440.0,17.5,1,63.491,stim_maj_6,sub09,rhythm,2024-03-04,12-50-45,1,0,1,1,1.027000000000001,experiment,1283,180,3,25,hit
28276,7.256,391.995436,1.0,1,8.069,stim_maj_2,sub09,rhythm,2024-03-04,12-51-55,1,1,1,1,0.8130000000000006,experiment,1304,17,3,26,hit
28291,13.948,293.6647679,17.5,1,14.397,stim_maj_2,sub09,rhythm,2024-03-04,12-51-55,1,0,0,1,0.44899999999999984,experiment,1319,32,3,26,fa
28299,18.703,293.6647679,1.0,0,0.0,stim_maj_2,sub09,rhythm,2024-03-04,12-51-55,1,0,0,1,-18.703,experiment,1327,40,3,26,corr
28311,23.701,329.6275569,-17.5,1,24.181,stim_maj_2,sub09,rhythm,2024-03-04,12-51-55,1,0,0,1,0.4800000000000004,experiment,1339,52,3,26,fa
28315,27.203,261.6255653,1.0,0,0.0,stim_maj_2,sub09,rhythm,2024-03-04,12-51-55,1,1,0,1,-27.203,experiment,1343,56,3,26,corr
28317,29.705,440.0,1.0,0,0.0,stim_maj_2,sub09,rhythm,2024-03-04,12-51-55,1,0,0,1,-29.705,experiment,1345,58,3,26,corr
28322,32.711,523.2511306,17.5,1,33.396,stim_maj_2,sub09,rhythm,2024-03-04,12-51-55,1,1,1,1,0.6850000000000023,experiment,1350,63,3,26,hit
28341,42.209,349.2282314,-17.5,1,42.972,stim_maj_2,sub09,rhythm,2024-03-04,12-51-55,1,0,1,1,0.7629999999999981,experiment,1369,82,3,26,hit
28385,3.877,523.2511306,17.5,1,4.468,stim_min_2,sub09,rhythm,2024-03-04,12-53-06,1,0,1,1,0.5910000000000002,experiment,1413,8,3,27,hit
28399,10.846,391.995436,1.0,0,0.0,stim_min_2,sub09,rhythm,2024-03-04,12-53-06,1,1,1,1,-10.846,experiment,1427,22,3,27,miss
28424,21.463,440.0,-17.5,1,22.323,stim_min_2,sub09,rhythm,2024-03-04,12-53-06,1,0,1,1,0.8599999999999994,experiment,1452,47,3,27,hit
28430,23.967,659.2551138,1.0,0,0.0,stim_min_2,sub09,rhythm,2024-03-04,12-53-06,1,0,1,1,-23.967,experiment,1458,53,3,27,miss
28461,41.844,261.6255653,-17.5,1,42.687,stim_min_2,sub09,rhythm,2024-03-04,12-53-06,1,1,1,1,0.8429999999999964,experiment,1489,84,3,27,hit
28484,53.01,391.995436,-17.5,0,0.0,stim_min_2,sub09,rhythm,2024-03-04,12-53-06,1,1,0,1,-53.01,experiment,1512,107,3,27,corr
28487,55.209,466.1637615,-17.5,0,0.0,stim_min_2,sub09,rhythm,2024-03-04,12-53-06,1,0,0,1,-55.209,experiment,1515,110,3,27,corr
28495,58.208,261.6255653,1.0,1,58.974,stim_min_2,sub09,rhythm,2024-03-04,12-53-06,1,0,1,1,0.7659999999999982,experiment,1523,118,3,27,hit
28503,63.124,311.1269837,17.5,0,0.0,stim_min_2,sub09,rhythm,2024-03-04,12-53-06,1,0,1,1,-63.124,experiment,1531,126,3,27,miss
