,Unnamed: 0,time,frequencies,channel,answer,prec_time,stimulus,subject,visual_cue,boundary,loc_change,changable_notes,duration
0,0,0.512,523.2511306,-35,0,0.0,stim_min_3_a,p05,0,0,0,0,0.235416667
1,1,0.762,493.8833013,-35,0,0.0,stim_min_3_a,p05,0,0,0,0,0.235416667
2,2,1.01,523.2511306,-35,0,0.0,stim_min_3_a,p05,0,0,0,1,0.235416667
3,3,1.26,587.3295358,-35,0,0.0,stim_min_3_a,p05,0,0,0,0,0.235416667
4,4,1.507,622.2539674,-35,0,0.0,stim_min_3_a,p05,0,0,0,0,0.235416667
5,5,1.766,391.995436,-35,0,0.0,stim_min_3_a,p05,0,0,0,0,0.235416667
6,6,2.016,415.3046976,-35,0,0.0,stim_min_3_a,p05,0,0,0,1,0.235416667
7,7,2.265,466.1637615,-35,0,0.0,stim_min_3_a,p05,0,0,0,0,0.235416667
8,8,2.515,415.3046976,-35,0,0.0,stim_min_3_a,p05,0,0,0,0,0.235416667
9,9,2.765,349.2282314,-35,0,0.0,stim_min_3_a,p05,0,0,0,0,0.235416667
10,10,3.015,698.4564629,-35,0,0.0,stim_min_3_a,p05,0,0,0,1,0.235416667
11,11,3.262,622.2539674,-35,0,0.0,stim_min_3_a,p05,0,0,0,0,0.235416667
12,12,3.512,587.3295358,-35,0,0.0,stim_min_3_a,p05,0,0,0,0,0.235416667
13,13,3.759,523.2511306,-35,0,0.0,stim_min_3_a,p05,0,0,0,0,0.235416667
14,14,4.006,493.8833013,-35,0,0.0,stim_min_3_a,p05,0,0,0,1,0.235416667
15,15,4.256,830.6093952,-35,0,0.0,stim_min_3_a,p05,0,0,0,0,0.235416667
16,16,4.506,783.990872,-35,0,0.0,stim_min_3_a,p05,0,0,0,0,0.235416667
17,17,4.756,698.4564629,-35,0,0.0,stim_min_3_a,p05,0,0,0,0,0.235416667
18,18,5.006,622.2539674,1,0,0.0,stim_min_3_a,p05,1,0,1,1,0.235416667
19,19,5.255,587.3295358,1,0,0.0,stim_min_3_a,p05,0,0,0,0,0.235416667
20,20,5.505,523.2511306,1,1,5.52,stim_min_3_a,p05,0,0,0,0,0.235416667
21,21,5.757,493.8833013,1,0,0.0,stim_min_3_a,p05,0,0,0,0,0.235416667
22,22,6.007,523.2511306,1,0,0.0,stim_min_3_a,p05,0,0,0,1,0.235416667
23,23,6.26,587.3295358,1,0,0.0,stim_min_3_a,p05,0,0,0,0,0.235416667
24,24,6.507,622.2539674,1,0,0.0,stim_min_3_a,p05,0,0,0,0,0.354166667
25,25,6.882,587.3295358,1,0,0.0,stim_min_3_a,p05,0,0,0,0,0.116666667
26,26,7.007,523.2511306,1,0,0.0,stim_min_3_a,p05,0,0,0,1,0.116666667
27,27,7.132,587.3295358,1,0,0.0,stim_min_3_a,p05,0,0,0,0,0.116666667
28,28,7.254,523.2511306,1,0,0.0,stim_min_3_a,p05,0,0,0,0,0.947916667
29,29,8.251,523.2511306,35,0,0.0,stim_min_3_a,p05,1,1,1,1,0.235416667
30,30,8.501,493.8833013,35,0,0.0,stim_min_3_a,p05,0,0,0,0,0.235416667
31,31,8.758,523.2511306,35,1,8.898,stim_min_3_a,p05,0,0,0,0,0.235416667
32,32,9.008,391.995436,35,0,0.0,stim_min_3_a,p05,0,0,0,1,0.472916667
33,33,9.509,622.2539674,35,0,0.0,stim_min_3_a,p05,0,0,0,0,0.710416667
34,34,10.256,587.3295358,35,0,0.0,stim_min_3_a,p05,0,0,0,0,0.235416667
35,35,10.506,523.2511306,35,0,0.0,stim_min_3_a,p05,0,0,0,0,0.235416667
36,36,10.756,587.3295358,35,0,0.0,stim_min_3_a,p05,0,0,0,0,0.235416667
37,37,11.006,391.995436,35,0,0.0,stim_min_3_a,p05,0,0,0,1,0.472916667
38,38,11.502,698.4564629,35,0,0.0,stim_min_3_a,p05,0,0,0,0,0.710416667
39,39,12.264,622.2539674,35,0,0.0,stim_min_3_a,p05,0,0,0,0,0.235416667
40,40,12.505,587.3295358,35,0,0.0,stim_min_3_a,p05,0,0,0,0,0.235416667
41,41,12.751,523.2511306,35,0,0.0,stim_min_3_a,p05,0,0,0,0,0.235416667
42,42,13.01,783.990872,35,0,0.0,stim_min_3_a,p05,0,0,0,1,0.472916667
43,43,13.51,523.2511306,35,0,0.0,stim_min_3_a,p05,0,0,0,0,0.472916667
44,44,14.006,698.4564629,1,0,0.0,stim_min_3_a,p05,1,0,1,1,0.235416667
45,45,14.256,622.2539674,1,0,0.0,stim_min_3_a,p05,0,0,0,0,0.235416667
46,46,14.506,587.3295358,1,1,14.521,stim_min_3_a,p05,0,0,0,0,0.235416667
47,47,14.756,493.8833013,1,0,0.0,stim_min_3_a,p05,0,0,0,0,0.235416667
48,48,15.007,493.8833013,1,0,0.0,stim_min_3_a,p05,0,0,0,1,0.235416667
49,49,15.257,523.2511306,1,0,0.0,stim_min_3_a,p05,0,0,0,0,0.710416667
50,50,16.004,261.6255653,1,0,0.0,stim_min_3_a,p05,0,1,0,1,0.472916667
51,51,16.505,293.6647679,1,0,0.0,stim_min_3_a,p05,0,0,0,0,0.472916667
52,52,17.002,311.1269837,1,0,0.0,stim_min_3_a,p05,0,0,0,1,0.472916667
53,53,17.513,261.6255653,1,0,0.0,stim_min_3_a,p05,0,0,0,0,0.472916667
