,Unnamed: 0,time,frequencies,channel,answer,prec_time,stimulus,subject,visual_cue,boundary,loc_change,changable_notes,duration
144,144,51.508,659.2551138,1,0,0.0,stim_maj_3_b,p05,0,0,0,0,0.235416667
145,145,51.758,587.3295358,1,0,0.0,stim_maj_3_b,p05,0,0,0,0,0.235416667
146,146,52.008,659.2551138,1,0,0.0,stim_maj_3_b,p05,0,0,0,1,0.235416667
147,147,52.258,523.2511306,1,0,0.0,stim_maj_3_b,p05,0,0,0,0,0.235416667
148,148,52.504,880.0,1,0,0.0,stim_maj_3_b,p05,0,0,0,0,0.235416667
149,149,52.754,783.990872,1,0,0.0,stim_maj_3_b,p05,0,0,0,0,0.235416667
150,150,53.004,698.4564629,1,0,0.0,stim_maj_3_b,p05,0,0,0,1,0.235416667
151,151,53.254,659.2551138,1,0,0.0,stim_maj_3_b,p05,0,0,0,0,0.235416667
152,152,53.505,587.3295358,1,0,0.0,stim_maj_3_b,p05,0,0,0,0,0.235416667
153,153,53.751,523.2511306,1,0,0.0,stim_maj_3_b,p05,0,0,0,0,0.235416667
154,154,54.001,391.995436,1,0,0.0,stim_maj_3_b,p05,1,0,0,1,0.235416667
155,155,54.251,440.0,1,0,0.0,stim_maj_3_b,p05,0,0,0,0,0.235416667
156,156,54.501,493.8833013,1,0,0.0,stim_maj_3_b,p05,0,0,0,0,0.235416667
157,157,54.751,391.995436,1,0,0.0,stim_maj_3_b,p05,0,0,0,0,0.235416667
158,158,55.001,523.2511306,1,0,0.0,stim_maj_3_b,p05,0,0,0,1,1.422916667
159,159,56.512,261.6255653,35,0,0.0,stim_maj_3_b,p05,0,1,1,1,0.472916667
160,160,57.012,261.6255653,35,0,0.0,stim_maj_3_b,p05,0,0,0,0,0.472916667
161,161,57.509,293.6647679,35,0,0.0,stim_maj_3_b,p05,0,0,0,0,0.472916667
162,162,58.005,293.6647679,35,0,0.0,stim_maj_3_b,p05,0,0,0,1,0.472916667
163,163,58.505,329.6275569,35,0,0.0,stim_maj_3_b,p05,0,0,0,0,0.235416667
164,164,58.751,349.2282314,35,0,0.0,stim_maj_3_b,p05,0,0,0,0,0.235416667
165,165,59.001,391.995436,35,0,0.0,stim_maj_3_b,p05,0,0,0,1,0.472916667
166,166,59.514,349.2282314,35,0,0.0,stim_maj_3_b,p05,0,0,0,0,0.235416667
167,167,59.764,391.995436,35,0,0.0,stim_maj_3_b,p05,0,0,0,0,0.235416667
168,168,60.014,440.0,35,0,0.0,stim_maj_3_b,p05,0,0,0,1,0.472916667
169,169,60.514,391.995436,35,0,0.0,stim_maj_3_b,p05,0,0,0,0,0.472916667
170,170,61.01,349.2282314,35,0,0.0,stim_maj_3_b,p05,0,0,0,1,0.472916667
171,171,61.51,329.6275569,35,0,0.0,stim_maj_3_b,p05,0,0,0,0,0.235416667
172,172,61.76,293.6647679,35,0,0.0,stim_maj_3_b,p05,0,0,0,0,0.235416667
173,173,62.01,261.6255653,35,0,0.0,stim_maj_3_b,p05,0,0,0,0,1.897916667
