,Frequency,Timestamp,Boundary,Location_change,Visual_cue,Responses
0,261.6255653005986,0.669,0,0,0,0.0
1,293.66476791740763,1.166,0,1,1,0.0
2,329.62755691286986,1.669,0,1,0,0.0
3,349.22823143300394,2.18,0,0,0,0.0
4,391.9954359817492,2.794,0,1,1,0.0
5,349.22823143300394,2.9,0,0,0,0.0
6,329.62755691286986,3.173,0,0,0,0.0
7,440.0,3.686,0,0,0,0.0
8,293.66476791740763,4.177,0,0,0,0.0
9,391.9954359817492,4.707,0,0,0,0.0
10,440.0,5.341,0,0,0,0.0
11,391.9954359817492,5.582,0,0,1,0.0
12,349.22823143300394,5.806,0,0,0,0.0
13,329.62755691286986,6.085,0,0,0,0.0
14,349.22823143300394,6.316,0,0,1,0.0
15,329.62755691286986,6.56,0,0,1,0.0
16,293.66476791740763,6.805,0,0,0,0.0
17,261.6255653005986,7.493,0,0,0,0.0
18,391.9954359817492,8.678,1,0,1,0.0
19,440.0,9.087,0,0,0,0.0
20,391.9954359817492,9.362,0,1,0,0.0
21,349.22823143300394,9.565,0,1,0,0.0
22,391.9954359817492,9.829,0,1,0,0.0
23,659.2551138257397,10.15,0,0,0,0.0
24,523.2511306011972,10.635,0,0,0,0.0
25,391.9954359817492,11.162,0,0,0,0.0
26,349.22823143300394,11.564,0,0,1,0.0
27,329.62755691286986,11.819,0,1,0,0.0
28,349.22823143300394,12.156,0,0,0,0.0
29,587.3295358348153,12.664,0,0,1,0.0
30,329.62755691286986,13.168,0,0,1,0.0
31,523.2511306011972,13.657,0,0,0,0.0
32,293.66476791740763,14.153,0,0,0,0.0
33,493.88330125612424,14.651,0,0,0,0.0
34,523.2511306011972,15.291,0,0,1,0.0
35,261.6255653005986,16.036,1,1,1,0.0
36,293.66476791740763,16.169,0,0,0,0.0
37,329.62755691286986,16.287,0,0,1,0.0
38,349.22823143300394,16.423,0,0,0,0.0
39,329.62755691286986,16.541,0,0,0,0.0
40,293.66476791740763,16.669,0,0,1,0.0
41,329.62755691286986,16.792,0,0,0,0.0
42,261.6255653005986,16.911,0,0,0,0.0
43,440.0,17.153,0,0,0,0.0
44,440.0,17.814,0,0,0,0.0
45,391.9954359817492,18.177,0,1,0,0.0
46,349.22823143300394,18.832,0,0,1,0.0
47,329.62755691286986,19.134,0,0,0,0.0
48,349.22823143300394,19.812,0,1,0,0.0
49,329.62755691286986,20.18,0,0,0,0.0
50,293.66476791740763,20.825,0,0,0,0.0
51,261.6255653005986,21.15,0,1,0,0.0
52,293.66476791740763,21.646,0,0,0,0.0
