time,frequencies,channel,answer,prec_time,stimulus,subject,visual_cue,boundary,loc_change,changable_notes,duration,Unnamed: 0.1,time_difference
0.016,698.4564628660078,-17.5,0,0.0,test4,p10,0,0,0,0,0.9,,-0.016
1.015,830.6093951598903,-17.5,0,0.0,test4,p10,0,0,0,1,0.9,,-1.015
2.012,391.99543598174927,-17.5,0,0.0,test4,p10,0,0,0,0,0.9,,-2.012
3.008,277.1826309768721,1.0,0,0.0,test4,p10,0,1,1,1,0.9,,-3.008
4.008,783.9908719634985,1.0,0,0.0,test4,p10,0,0,0,1,0.9,,-4.008
5.004,659.2551138257398,1.0,0,0.0,test4,p10,0,0,0,0,0.9,,-5.004
6.001,277.1826309768721,1.0,0,0.0,test4,p10,0,0,0,1,0.9,,-6.001
7.009,369.9944227116344,17.5,1,7.817,test4,p10,1,1,1,1,0.9,,0.8079999999999998
8.005,440.0,17.5,0,0.0,test4,p10,0,0,0,0,0.9,,-8.005
9.001,440.0,17.5,0,0.0,test4,p10,0,0,0,1,0.9,,-9.001
10.001,622.2539674441618,17.5,0,0.0,test4,p10,0,0,0,0,0.9,,-10.001
11.003,369.9944227116344,1.0,0,0.0,test4,p10,0,1,1,1,0.9,,-11.003
12.014,554.3652619537442,1.0,0,0.0,test4,p10,0,0,0,1,0.9,,-12.014
13.01,587.3295358348151,1.0,0,0.0,test4,p10,0,0,0,0,0.9,,-13.01
14.006,349.2282314330039,1.0,0,0.0,test4,p10,0,0,0,1,0.9,,-14.006
15.009,369.9944227116344,-17.5,0,0.0,test4,p10,0,1,1,1,0.9,,-15.009
16.009,293.6647679174076,-17.5,0,0.0,test4,p10,0,0,0,0,0.9,,-16.009
17.002,698.4564628660078,-17.5,0,0.0,test4,p10,1,0,0,1,0.9,,-17.002
18.015,739.9888454232688,-17.5,0,0.0,test4,p10,0,0,0,0,0.9,,-18.015
19.015,233.08188075904496,-17.5,0,0.0,test4,p10,0,1,0,1,0.9,,-19.015
20.011,261.6255653005986,-17.5,0,0.0,test4,p10,0,0,0,1,0.9,,-20.011
21.008,587.3295358348151,-17.5,0,0.0,test4,p10,0,0,0,0,0.9,,-21.008
22.0,830.6093951598903,1.0,1,22.497,test4,p10,1,0,1,1,0.9,,0.4969999999999999
23.01,220.0,1.0,0,0.0,test4,p10,0,1,0,1,0.9,,-23.01
24.005,277.1826309768721,1.0,0,0.0,test4,p10,0,0,0,0,0.9,,-24.005
25.004,587.3295358348151,1.0,0,0.0,test4,p10,0,0,0,1,0.9,,-25.004
26.0,311.1269837220809,1.0,0,0.0,test4,p10,0,0,0,0,0.9,,-26.0
27.012,523.2511306011972,17.5,1,27.696,test4,p10,1,1,1,1,0.9,,0.684000000000001
28.009,830.6093951598903,17.5,0,0.0,test4,p10,0,0,0,1,0.9,,-28.009
29.005,415.3046975799451,17.5,0,0.0,test4,p10,0,0,0,0,0.9,,-29.005
30.015,415.3046975799451,17.5,0,0.0,test4,p10,0,0,0,1,0.9,,-30.015
31.012,830.6093951598903,17.5,0,0.0,test4,p10,1,1,0,1,0.9,,-31.012
32.012,391.99543598174927,17.5,0,0.0,test4,p10,0,0,0,0,0.9,,-32.012
33.008,329.6275569128699,17.5,0,0.0,test4,p10,0,0,0,1,0.9,,-33.008
34.007,293.6647679174076,17.5,0,0.0,test4,p10,0,0,0,0,0.9,,-34.007
35.003,493.8833012561241,1.0,0,0.0,test4,p10,0,1,1,1,0.9,,-35.003
36.003,659.2551138257398,1.0,0,0.0,test4,p10,0,0,0,1,0.9,,-36.003
37.012,659.2551138257398,1.0,0,0.0,test4,p10,0,0,0,0,0.9,,-37.012
38.011,493.8833012561241,1.0,0,0.0,test4,p10,0,0,0,1,0.9,,-38.011
39.008,622.2539674441618,1.0,0,0.0,test4,p10,1,1,0,1,0.9,,-39.008
40.0,698.4564628660078,1.0,0,0.0,test4,p10,0,0,0,0,0.9,,-40.0
41.009,440.0,1.0,0,0.0,test4,p10,0,0,0,1,0.9,,-41.009
42.005,261.6255653005986,1.0,0,0.0,test4,p10,0,0,0,0,0.9,,-42.005
43.002,440.0,-17.5,1,43.748,test4,p10,1,1,1,1,0.9,,0.7459999999999951
44.013,493.8833012561241,-17.5,0,0.0,test4,p10,0,0,0,1,0.9,,-44.013
45.009,277.1826309768721,-17.5,0,0.0,test4,p10,0,0,0,0,0.9,,-45.009
46.009,739.9888454232688,-17.5,0,0.0,test4,p10,0,0,0,1,0.9,,-46.009
47.005,233.08188075904496,-17.5,0,0.0,test4,p10,0,1,0,1,0.9,,-47.005
48.002,466.1637615180899,-17.5,0,0.0,test4,p10,0,0,0,0,0.9,,-48.002
49.002,261.6255653005986,-17.5,0,0.0,test4,p10,0,0,0,1,0.9,,-49.002
50.014,466.1637615180899,-17.5,0,0.0,test4,p10,0,0,0,0,0.9,,-50.014
51.011,293.6647679174076,1.0,1,51.783,test4,p10,1,1,1,1,0.9,,0.7719999999999985
52.002,659.2551138257398,1.0,0,0.0,test4,p10,0,0,0,1,0.9,,-52.002
53.004,659.2551138257398,1.0,0,0.0,test4,p10,0,0,0,0,0.9,,-53.004
54.0,349.2282314330039,17.5,1,54.653,test4,p10,1,0,1,1,0.9,,0.6529999999999987
55.012,698.4564628660078,17.5,0,0.0,test4,p10,1,1,0,0,0.9,,-55.012
0.016,415.3046975799451,-17.5,0,0.0,test5,p10,0,0,0,0,0.9,,-0.016
1.002,783.9908719634985,-17.5,0,0.0,test5,p10,0,0,0,1,0.9,,-1.002
2.001,246.9416506280621,-17.5,0,0.0,test5,p10,0,0,0,0,0.9,,-2.001
3.001,415.3046975799451,1.0,1,3.826,test5,p10,0,1,1,1,0.9,,0.8250000000000002
4.013,554.3652619537442,1.0,0,0.0,test5,p10,0,0,0,1,0.9,,-4.013
5.009,698.4564628660078,1.0,0,0.0,test5,p10,0,0,0,0,0.9,,-5.009
6.001,277.1826309768721,1.0,0,0.0,test5,p10,1,0,0,1,0.9,,-6.001
7.003,739.9888454232688,1.0,0,0.0,test5,p10,0,1,0,1,0.9,,-7.003
8.014,246.9416506280621,1.0,0,0.0,test5,p10,0,0,0,0,0.9,,-8.014
9.01,391.99543598174927,17.5,0,0.0,test5,p10,0,0,1,1,0.9,,-9.01
10.002,783.9908719634985,17.5,0,0.0,test5,p10,0,0,0,0,0.9,,-10.002
11.002,739.9888454232688,17.5,0,0.0,test5,p10,0,1,0,1,0.9,,-11.002
12.001,622.2539674441618,1.0,1,12.701,test5,p10,1,0,1,1,0.9,,0.7000000000000011
13.014,311.1269837220809,1.0,0,0.0,test5,p10,0,0,0,0,0.9,,-13.014
14.015,391.99543598174927,1.0,0,0.0,test5,p10,0,0,0,1,0.9,,-14.015
15.012,554.3652619537442,-17.5,0,0.0,test5,p10,0,1,1,1,0.9,,-15.012
16.008,783.9908719634985,-17.5,0,0.0,test5,p10,0,0,0,0,0.9,,-16.008
17.005,659.2551138257398,-17.5,0,0.0,test5,p10,0,0,0,1,0.9,,-17.005
18.004,246.9416506280621,-17.5,0,0.0,test5,p10,0,0,0,0,0.9,,-18.004
19.0,587.3295358348151,-17.5,0,0.0,test5,p10,1,1,0,1,0.9,,-19.0
20.009,493.8833012561241,-17.5,0,0.0,test5,p10,0,0,0,1,0.9,,-20.009
21.001,698.4564628660078,-17.5,0,0.0,test5,p10,0,0,0,0,0.9,,-21.001
22.001,554.3652619537442,-17.5,0,0.0,test5,p10,0,0,0,1,0.9,,-22.001
23.013,246.9416506280621,-17.5,0,0.0,test5,p10,1,1,0,1,0.9,,-23.013
24.01,440.0,-17.5,0,0.0,test5,p10,0,0,0,0,0.9,,-24.01
25.009,830.6093951598903,-17.5,0,0.0,test5,p10,0,0,0,1,0.9,,-25.009
26.002,311.1269837220809,-17.5,0,0.0,test5,p10,0,0,0,0,0.9,,-26.002
27.014,440.0,1.0,0,0.0,test5,p10,0,1,1,1,0.9,,-27.014
28.01,220.0,1.0,0,0.0,test5,p10,0,0,0,1,0.9,,-28.01
29.012,698.4564628660078,1.0,0,0.0,test5,p10,0,0,0,0,0.9,,-29.012
30.009,329.6275569128699,1.0,0,0.0,test5,p10,0,0,0,1,0.9,,-30.009
31.009,277.1826309768721,17.5,0,0.0,test5,p10,0,1,1,1,0.9,,-31.009
32.005,391.99543598174927,17.5,0,0.0,test5,p10,0,0,0,0,0.9,,-32.005
33.015,830.6093951598903,17.5,0,0.0,test5,p10,0,0,0,1,0.9,,-33.015
34.011,739.9888454232688,17.5,0,0.0,test5,p10,0,0,0,0,0.9,,-34.011
35.004,349.2282314330039,1.0,1,35.688,test5,p10,1,1,1,1,0.9,,0.6840000000000046
36.012,830.6093951598903,1.0,0,0.0,test5,p10,0,0,0,1,0.9,,-36.012
37.008,233.08188075904496,1.0,0,0.0,test5,p10,0,0,0,0,0.9,,-37.008
38.005,493.8833012561241,1.0,0,0.0,test5,p10,0,0,0,1,0.9,,-38.005
39.001,311.1269837220809,1.0,0,0.0,test5,p10,0,1,0,1,0.9,,-39.001
40.005,349.2282314330039,1.0,0,0.0,test5,p10,0,0,0,0,0.9,,-40.005
41.013,391.99543598174927,1.0,0,0.0,test5,p10,0,0,0,1,0.9,,-41.013
42.01,440.0,1.0,0,0.0,test5,p10,0,0,0,0,0.9,,-42.01
43.007,329.6275569128699,-17.5,1,43.897,test5,p10,1,1,1,1,0.9,,0.8900000000000006
44.006,493.8833012561241,-17.5,0,0.0,test5,p10,0,0,0,1,0.9,,-44.006
45.003,554.3652619537442,-17.5,0,0.0,test5,p10,0,0,0,0,0.9,,-45.003
46.015,880.0,-17.5,0,0.0,test5,p10,0,0,0,1,0.9,,-46.015
47.011,369.9944227116344,-17.5,0,0.0,test5,p10,0,1,0,1,0.9,,-47.011
48.008,277.1826309768721,-17.5,0,0.0,test5,p10,0,0,0,0,0.9,,-48.008
49.004,587.3295358348151,-17.5,0,0.0,test5,p10,0,0,0,1,0.9,,-49.004
50.002,415.3046975799451,-17.5,0,0.0,test5,p10,0,0,0,0,0.9,,-50.002
51.011,466.1637615180899,1.0,1,51.62,test5,p10,1,1,1,1,0.9,,0.6089999999999947
52.011,466.1637615180899,1.0,0,0.0,test5,p10,0,0,0,1,0.9,,-52.011
53.008,622.2539674441618,1.0,0,0.0,test5,p10,0,0,0,0,0.9,,-53.008
54.001,493.8833012561241,17.5,1,54.72,test5,p10,1,0,1,1,0.9,,0.7190000000000012
55.001,587.3295358348151,1.0,0,0.0,test5,p10,1,1,1,0,0.9,,-55.001
0.016,261.6255653,-17.5,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.472916667,,-0.016
0.516,440.0,-17.5,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.947916667,,-0.516
1.515,391.995436,-17.5,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.472916667,,-1.515
2.013,349.2282314,-17.5,0,0.0,stim_maj_2_b,p10,0,0,0,1,0.472916667,,-2.013
2.513,349.2282314,-17.5,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-2.513
2.763,329.6275569,-17.5,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-2.763
3.009,349.2282314,-17.5,0,0.0,stim_maj_2_b,p10,0,0,0,1,0.472916667,,-3.009
3.509,440.0,-17.5,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.472916667,,-3.509
4.009,293.6647679,-17.5,0,0.0,stim_maj_2_b,p10,0,0,0,1,0.472916667,,-4.009
4.505,391.995436,-17.5,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.947916667,,-4.505
5.505,349.2282314,-17.5,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.472916667,,-5.505
6.006,329.6275569,-17.5,0,0.0,stim_maj_2_b,p10,0,0,0,1,0.472916667,,-6.006
6.503,329.6275569,-17.5,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-6.503
6.753,293.6647679,-17.5,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-6.753
7.015,329.6275569,-17.5,0,0.0,stim_maj_2_b,p10,0,0,0,1,0.472916667,,-7.015
7.515,261.6255653,-17.5,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.947916667,,-7.515
8.512,391.995436,-17.5,0,0.0,stim_maj_2_b,p10,1,1,0,1,0.472916667,,-8.512
9.012,329.6275569,-17.5,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.472916667,,-9.012
9.508,440.0,-17.5,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.472916667,,-9.508
10.008,293.6647679,-17.5,0,0.0,stim_maj_2_b,p10,0,0,0,1,0.472916667,,-10.008
10.508,329.6275569,-17.5,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-10.508
10.758,349.2282314,-17.5,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-10.758
11.008,391.995436,-17.5,0,0.0,stim_maj_2_b,p10,0,0,0,1,0.472916667,,-11.008
11.504,195.997718,-17.5,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.472916667,,-11.504
12.001,261.6255653,-17.5,0,0.0,stim_maj_2_b,p10,0,0,0,1,0.472916667,,-12.001
12.513,293.6647679,-17.5,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-12.513
12.763,329.6275569,-17.5,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-12.763
13.014,349.2282314,-17.5,0,0.0,stim_maj_2_b,p10,1,0,0,1,1.185416667,,-13.014
14.258,391.995436,-17.5,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-14.258
14.508,329.6275569,-17.5,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-14.508
14.754,349.2282314,-17.5,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-14.754
15.004,293.6647679,1.0,0,0.0,stim_maj_2_b,p10,0,0,1,1,0.472916667,,-15.004
15.515,261.6255653,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.947916667,,-15.515
16.516,261.6255653,1.0,0,0.0,stim_maj_2_b,p10,0,1,0,0,0.235416667,,-16.516
16.763,293.6647679,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-16.763
17.013,329.6275569,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,1,0.235416667,,-17.013
17.263,293.6647679,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-17.263
17.513,261.6255653,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-17.513
17.763,329.6275569,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-17.763
18.009,293.6647679,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,1,0.235416667,,-18.009
18.259,349.2282314,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-18.259
18.509,329.6275569,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.710416667,,-18.509
19.255,391.995436,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-19.255
19.505,349.2282314,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.710416667,,-19.505
20.256,440.0,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-20.256
20.506,391.995436,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-20.506
20.752,349.2282314,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-20.752
21.002,391.995436,17.5,0,0.0,stim_maj_2_b,p10,0,0,1,1,0.235416667,,-21.002
21.252,293.6647679,17.5,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-21.252
21.502,329.6275569,17.5,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-21.502
21.752,349.2282314,17.5,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-21.752
22.014,329.6275569,17.5,0,0.0,stim_maj_2_b,p10,0,0,0,1,0.235416667,,-22.014
22.264,261.6255653,17.5,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-22.264
22.514,293.6647679,17.5,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.472916667,,-22.514
23.014,261.6255653,17.5,0,0.0,stim_maj_2_b,p10,0,0,0,1,0.947916667,,-23.014
24.007,523.2511306,1.0,1,24.699,stim_maj_2_b,p10,1,1,1,1,0.472916667,,0.6920000000000002
24.504,523.2511306,1.0,1,24.699,stim_maj_2_b,p10,0,0,0,0,0.472916667,,0.19500000000000028
25.0,659.2551138,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,1,1.422916667,,-25.0
26.511,587.3295358,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.472916667,,-26.511
27.011,523.2511306,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,1,0.472916667,,-27.011
27.51,523.2511306,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.472916667,,-27.51
28.01,523.2511306,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,1,0.472916667,,-28.01
28.513,493.8833013,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-28.513
28.763,523.2511306,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-28.763
29.009,587.3295358,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,1,1.422916667,,-29.009
30.503,659.2551138,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.472916667,,-30.503
31.003,523.2511306,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,1,0.947916667,,-31.003
32.001,391.995436,-17.5,0,0.0,stim_maj_2_b,p10,0,1,1,1,0.472916667,,-32.001
32.501,440.0,-17.5,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-32.501
32.763,493.8833013,-17.5,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-32.763
33.01,523.2511306,-17.5,0,0.0,stim_maj_2_b,p10,0,0,0,1,0.472916667,,-33.01
33.51,261.6255653,-17.5,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.472916667,,-33.51
34.01,349.2282314,1.0,1,34.673,stim_maj_2_b,p10,1,0,1,1,0.472916667,,0.6630000000000038
34.502,349.2282314,1.0,1,34.673,stim_maj_2_b,p10,0,0,0,0,0.472916667,,0.17099999999999937
35.001,349.2282314,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,1,0.472916667,,-35.001
35.501,329.6275569,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-35.501
35.763,293.6647679,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-35.763
36.013,329.6275569,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,1,0.472916667,,-36.013
36.513,293.6647679,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.472916667,,-36.513
37.009,329.6275569,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,1,0.472916667,,-37.009
37.511,261.6255653,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.472916667,,-37.511
38.01,293.6647679,17.5,0,0.0,stim_maj_2_b,p10,0,0,1,1,0.947916667,,-38.01
39.007,261.6255653,17.5,0,0.0,stim_maj_2_b,p10,1,0,0,1,0.947916667,,-39.007
40.015,261.6255653,17.5,0,0.0,stim_maj_2_b,p10,0,1,0,1,1.185416667,,-40.015
41.261,246.9416506,17.5,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-41.261
41.511,261.6255653,17.5,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-41.511
41.761,293.6647679,17.5,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-41.761
42.011,329.6275569,17.5,0,0.0,stim_maj_2_b,p10,0,0,0,1,0.472916667,,-42.011
42.507,261.6255653,17.5,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.472916667,,-42.507
43.007,220.0,1.0,0,0.0,stim_maj_2_b,p10,0,0,1,1,0.472916667,,-43.007
43.507,369.9944227,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.472916667,,-43.507
44.003,391.995436,1.0,0,0.0,stim_maj_2_b,p10,1,0,0,1,0.472916667,,-44.003
44.503,293.6647679,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.472916667,,-44.503
45.0,329.6275569,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,1,0.472916667,,-45.0
45.512,246.9416506,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.472916667,,-45.512
46.008,261.6255653,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,1,0.235416667,,-46.008
46.258,293.6647679,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-46.258
46.515,329.6275569,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-46.515
46.763,246.9416506,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-46.763
47.013,261.6255653,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,1,1.185416667,,-47.013
48.259,391.995436,-17.5,1,49.025,stim_maj_2_b,p10,1,1,1,0,0.235416667,,0.7659999999999982
48.509,440.0,-17.5,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-48.509
48.759,493.8833013,-17.5,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-48.759
49.009,523.2511306,-17.5,1,49.025,stim_maj_2_b,p10,0,0,0,1,0.235416667,,0.015999999999998238
49.255,587.3295358,-17.5,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-49.255
49.504,659.2551138,-17.5,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-49.504
49.755,698.4564629,-17.5,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-49.755
50.005,783.990872,1.0,1,50.86,stim_maj_2_b,p10,1,0,1,1,0.235416667,,0.8549999999999969
50.255,698.4564629,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-50.255
50.505,783.990872,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-50.505
50.751,880.0,1.0,1,50.86,stim_maj_2_b,p10,0,0,0,0,0.235416667,,0.10900000000000176
51.001,587.3295358,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,1,0.235416667,,-51.001
51.251,880.0,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-51.251
51.501,783.990872,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-51.501
51.751,698.4564629,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-51.751
52.013,659.2551138,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,1,0.235416667,,-52.013
52.263,261.6255653,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-52.263
52.513,293.6647679,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-52.513
52.763,329.6275569,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-52.763
53.013,349.2282314,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,1,0.235416667,,-53.013
53.262,391.995436,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-53.262
53.509,440.0,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-53.509
53.759,493.8833013,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-53.759
54.006,523.2511306,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,1,0.235416667,,-54.006
54.256,493.8833013,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.235416667,,-54.256
54.506,523.2511306,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.472916667,,-54.506
55.002,659.2551138,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,1,0.472916667,,-55.002
55.505,523.2511306,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,0,0.472916667,,-55.505
56.005,261.6255653,1.0,0,0.0,stim_maj_2_b,p10,0,1,0,1,0.947916667,,-56.005
57.006,329.6275569,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,1,0.947916667,,-57.006
58.003,440.0,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,1,0.947916667,,-58.003
59.001,349.2282314,1.0,0,0.0,stim_maj_2_b,p10,0,0,0,1,0.947916667,,-59.001
60.013,293.6647679,17.5,1,60.748,stim_maj_2_b,p10,1,0,1,1,0.947916667,,0.7349999999999994
61.013,493.8833013,17.5,0,0.0,stim_maj_2_b,p10,0,0,0,1,0.947916667,,-61.013
62.009,523.2511306,17.5,0,0.0,stim_maj_2_b,p10,0,0,0,0,1.897916667,,-62.009
0.016,440.0,-17.5,0,0.0,test2,p10,0,0,0,0,0.9,,-0.016
1.012,554.3652619537442,-17.5,0,0.0,test2,p10,0,0,0,1,0.9,,-1.012
2.012,233.08188075904496,-17.5,0,0.0,test2,p10,0,0,0,0,0.9,,-2.012
3.005,587.3295358348151,1.0,1,3.551,test2,p10,1,1,1,1,0.9,,0.5460000000000003
4.001,246.9416506280621,1.0,0,0.0,test2,p10,0,0,0,1,0.9,,-4.001
5.01,329.6275569128699,1.0,0,0.0,test2,p10,0,0,0,0,0.9,,-5.01
6.025,554.3652619537442,1.0,0,0.0,test2,p10,0,0,0,1,0.9,,-6.025
7.003,311.1269837220809,1.0,0,0.0,test2,p10,1,1,0,1,0.9,,-7.003
8.015,391.99543598174927,1.0,0,0.0,test2,p10,0,0,0,0,0.9,,-8.015
9.027,311.1269837220809,1.0,0,0.0,test2,p10,0,0,0,1,0.9,,-9.027
10.008,233.08188075904496,1.0,0,0.0,test2,p10,0,0,0,0,0.9,,-10.008
11.005,698.4564628660078,17.5,0,0.0,test2,p10,0,1,1,1,0.9,,-11.005
12.002,783.9908719634985,17.5,0,0.0,test2,p10,0,0,0,1,0.9,,-12.002
13.013,830.6093951598903,17.5,0,0.0,test2,p10,0,0,0,0,0.9,,-13.013
14.01,783.9908719634985,17.5,0,0.0,test2,p10,0,0,0,1,0.9,,-14.01
15.006,349.2282314330039,1.0,1,15.584,test2,p10,1,1,1,1,0.9,,0.5779999999999994
16.002,261.6255653005986,1.0,0,0.0,test2,p10,0,0,0,0,0.9,,-16.002
17.015,466.1637615180899,1.0,0,0.0,test2,p10,0,0,0,1,0.9,,-17.015
18.011,440.0,1.0,0,0.0,test2,p10,0,0,0,0,0.9,,-18.011
19.011,329.6275569128699,1.0,0,0.0,test2,p10,0,1,0,1,0.9,,-19.011
20.007,349.2282314330039,1.0,0,0.0,test2,p10,0,0,0,1,0.9,,-20.007
21.003,293.6647679174076,1.0,0,0.0,test2,p10,0,0,0,0,0.9,,-21.003
22.0,880.0,1.0,0,0.0,test2,p10,0,0,0,1,0.9,,-22.0
23.012,329.6275569128699,-17.5,0,0.0,test2,p10,0,1,1,1,0.9,,-23.012
24.011,277.1826309768721,-17.5,0,0.0,test2,p10,0,0,0,0,0.9,,-24.011
25.007,277.1826309768721,-17.5,1,25.551,test2,p10,1,0,0,1,0.9,,0.5439999999999969
26.004,587.3295358348151,-17.5,1,26.082,test2,p10,0,0,0,0,0.9,,0.0779999999999994
27.004,466.1637615180899,-17.5,0,0.0,test2,p10,0,1,0,1,0.9,,-27.004
28.0,391.99543598174927,-17.5,0,0.0,test2,p10,0,0,0,1,0.9,,-28.0
29.012,493.8833012561241,-17.5,0,0.0,test2,p10,0,0,0,0,0.9,,-29.012
30.009,415.3046975799451,1.0,1,30.758,test2,p10,1,0,1,1,0.9,,0.7489999999999988
31.005,493.8833012561241,1.0,0,0.0,test2,p10,0,1,0,1,0.9,,-31.005
32.002,415.3046975799451,1.0,0,0.0,test2,p10,0,0,0,0,0.9,,-32.002
