,time,frequencies,channel,answer,prec_time,stimulus,subject,visual_cue,boundary,loc_change,changable_notes,duration
0,0.016,391.995436,-17.5,0,0.0,stim_min_2_b,p08,0,0,0,0,0.472916667
1,0.516,311.1269837,-17.5,0,0.0,stim_min_2_b,p08,0,0,0,0,0.472916667
2,1.012,261.6255653,-17.5,0,0.0,stim_min_2_b,p08,0,0,0,1,0.472916667
3,1.512,415.3046976,-17.5,0,0.0,stim_min_2_b,p08,0,0,0,0,0.472916667
4,2.009,415.3046976,-17.5,0,0.0,stim_min_2_b,p08,0,0,0,1,0.472916667
5,2.505,391.995436,-17.5,0,0.0,stim_min_2_b,p08,0,0,0,0,0.354166667
6,2.88,493.8833013,-17.5,0,0.0,stim_min_2_b,p08,0,0,0,0,0.116666667
7,3.005,523.2511306,-17.5,0,0.0,stim_min_2_b,p08,0,0,0,1,0.472916667
8,3.505,349.2282314,-17.5,0,0.0,stim_min_2_b,p08,0,0,0,0,0.472916667
9,4.014,349.2282314,-17.5,0,0.0,stim_min_2_b,p08,0,0,0,1,0.472916667
10,4.514,311.1269837,-17.5,0,0.0,stim_min_2_b,p08,0,0,0,0,0.354166667
11,4.885,493.8833013,-17.5,0,0.0,stim_min_2_b,p08,0,0,0,0,0.116666667
12,5.01,523.2511306,-17.5,0,0.0,stim_min_2_b,p08,0,0,0,1,0.472916667
13,5.507,293.6647679,-17.5,0,0.0,stim_min_2_b,p08,0,0,0,0,0.472916667
14,6.004,311.1269837,-17.5,0,0.0,stim_min_2_b,p08,0,0,0,1,0.15625
15,6.175,349.2282314,-17.5,0,0.0,stim_min_2_b,p08,0,0,0,0,0.15625
16,6.347,391.995436,-17.5,0,0.0,stim_min_2_b,p08,0,0,0,0,0.15625
17,6.503,349.2282314,-17.5,0,0.0,stim_min_2_b,p08,0,0,0,0,0.15625
18,6.675,311.1269837,-17.5,0,0.0,stim_min_2_b,p08,0,0,0,0,0.15625
19,6.847,293.6647679,-17.5,0,0.0,stim_min_2_b,p08,0,0,0,0,0.15625
20,7.003,261.6255653,-17.5,0,0.0,stim_min_2_b,p08,0,0,0,1,1.422916667
21,8.5,391.995436,-17.5,0,0.0,stim_min_2_b,p08,1,1,0,1,0.472916667
22,9.012,261.6255653,-17.5,0,0.0,stim_min_2_b,p08,0,0,0,0,0.472916667
23,9.512,261.6255653,-17.5,0,0.0,stim_min_2_b,p08,0,0,0,0,0.472916667
24,10.008,261.6255653,-17.5,0,0.0,stim_min_2_b,p08,0,0,0,1,0.472916667
