Column1,onset_sec,offset,midi_pitch,duration,freq,boundary,changable_note
204,39,39.23541667,75,0.235416667,622.2539674,0,1
206,39.25,39.48541667,74,0.235416667,587.3295358,0,0
208,39.5,40.44791667,72,0.947916667,523.2511306,0,0
210,40.5,40.97291667,67,0.472916667,391.995436,1,1
212,41,41.47291667,65,0.472916667,349.2282314,0,0
214,41.5,41.97291667,67,0.472916667,391.995436,0,0
216,42,42.47291667,68,0.472916667,415.3046976,0,1
218,42.5,42.97291667,69,0.472916667,440,0,0
220,43,43.47291667,67,0.472916667,391.995436,0,1
222,43.5,43.97291667,69,0.472916667,440,0,0
224,44,44.47291667,70,0.472916667,466.1637615,0,1
226,44.5,44.97291667,71,0.472916667,493.8833013,0,0
228,45,45.47291667,68,0.472916667,415.3046976,0,1
230,45.5,45.97291667,71,0.472916667,493.8833013,0,0
232,46,46.47291667,72,0.472916667,523.2511306,0,1
234,46.5,46.97291667,67,0.472916667,391.995436,0,0
236,47,48.18541667,60,1.185416667,261.6255653,0,1
238,48.25,48.48541667,55,0.235416667,195.997718,1,1
240,48.5,48.73541667,60,0.235416667,261.6255653,0,0
242,48.75,48.98541667,63,0.235416667,311.1269837,0,0
244,49,49.23541667,62,0.235416667,293.6647679,0,1
246,49.25,49.48541667,55,0.235416667,195.997718,0,0
248,49.5,49.73541667,62,0.235416667,293.6647679,0,0
250,49.75,49.98541667,65,0.235416667,349.2282314,0,0
252,50,50.47291667,63,0.472916667,311.1269837,0,1
254,50.5,50.97291667,67,0.472916667,391.995436,0,0
256,51,51.47291667,59,0.472916667,246.9416506,0,1
258,51.5,51.97291667,67,0.472916667,391.995436,0,0
260,52,52.23541667,60,0.235416667,261.6255653,0,1
262,52.25,52.48541667,55,0.235416667,195.997718,0,0
264,52.5,52.73541667,60,0.235416667,261.6255653,0,0
266,52.75,52.98541667,63,0.235416667,311.1269837,0,0
268,53,53.23541667,62,0.235416667,293.6647679,0,1
270,53.25,53.48541667,55,0.235416667,195.997718,0,0
272,53.5,53.73541667,62,0.235416667,293.6647679,0,0
274,53.75,53.98541667,65,0.235416667,349.2282314,0,0
276,54,54.23541667,63,0.235416667,311.1269837,0,1
278,54.25,54.48541667,55,0.235416667,195.997718,0,0
280,54.5,54.73541667,63,0.235416667,311.1269837,0,0
282,54.75,54.98541667,62,0.235416667,293.6647679,0,0
284,55,56.42291667,60,1.422916667,261.6255653,0,1
286,56.5,56.73541667,67,0.235416667,391.995436,1,1
288,56.75,56.98541667,66,0.235416667,369.9944227,0,0
290,57,57.47291667,67,0.472916667,391.995436,0,0
292,57.5,57.97291667,55,0.472916667,195.997718,0,0
294,58,58.47291667,60,0.472916667,261.6255653,0,1
296,58.5,58.97291667,63,0.472916667,311.1269837,0,0
298,59,59.47291667,62,0.472916667,293.6647679,0,1
300,59.5,59.97291667,65,0.472916667,349.2282314,0,0
302,60,60.47291667,63,0.472916667,311.1269837,0,1
304,60.5,60.73541667,60,0.235416667,261.6255653,0,0
306,60.75,60.98541667,59,0.235416667,246.9416506,0,0
308,61,61.47291667,60,0.472916667,261.6255653,0,1
310,61.5,61.97291667,48,0.472916667,130.8127827,0,0
312,62,62.47291667,55,0.472916667,195.997718,0,1
314,62.5,62.97291667,55,0.472916667,195.997718,0,0
316,63,63.94791667,60,0.947916667,261.6255653,0,0
