;onset_sec;note;velocity;offset;duration;freq;boundary;changable_notes
146;22.5;64.0;80.0;22.735416666666666;0.23541666666666572;329.62755691286986;0;0
148;22.75;62.0;80.0;22.985416666666666;0.23541666666666572;293.66476791740763;0;0
150;23.0;67.0;80.0;23.235416666666666;0.23541666666666572;391.9954359817492;0;1
152;23.25;64.0;80.0;23.485416666666666;0.23541666666666572;329.62755691286986;0;0
154;23.5;60.0;80.0;23.972916666666666;0.47291666666666643;261.6255653005986;0;0
156;24.0;64.0;80.0;24.710416666666667;0.7104166666666671;329.62755691286986;1;1
158;24.75;65.0;80.0;24.985416666666666;0.23541666666666572;349.22823143300394;0;0
160;25.0;65.0;80.0;25.710416666666667;0.7104166666666671;349.22823143300394;0;1
162;25.75;64.0;80.0;25.866666666666667;0.11666666666666714;329.62755691286986;0;0
164;25.875;65.0;80.0;25.991666666666667;0.11666666666666714;349.22823143300394;0;0
166;26.0;67.0;80.0;27.185416666666665;1.185416666666665;391.9954359817492;0;1
168;27.25;67.0;80.0;27.485416666666666;0.23541666666666572;391.9954359817492;0;1
170;27.5;71.0;80.0;27.735416666666666;0.23541666666666572;493.88330125612424;0;0
172;27.75;72.0;80.0;27.985416666666666;0.23541666666666572;523.2511306011972;0;0
174;28.0;69.0;80.0;28.235416666666666;0.23541666666666572;440.0;0;1
176;28.25;72.0;80.0;28.485416666666666;0.23541666666666572;523.2511306011972;0;0
178;28.5;67.0;80.0;28.735416666666666;0.23541666666666572;391.9954359817492;0;0
180;28.75;72.0;80.0;28.985416666666666;0.23541666666666572;523.2511306011972;0;0
182;29.0;65.0;80.0;29.235416666666666;0.23541666666666572;349.22823143300394;0;1
184;29.25;64.0;80.0;29.485416666666666;0.23541666666666572;329.62755691286986;0;0
186;29.5;65.0;80.0;29.735416666666666;0.23541666666666572;349.22823143300394;0;0
188;29.75;74.0;80.0;29.985416666666666;0.23541666666666572;587.3295358348153;0;0
190;30.0;65.0;80.0;30.235416666666666;0.23541666666666572;349.22823143300394;0;1
192;30.25;64.0;80.0;30.485416666666666;0.23541666666666572;329.62755691286986;0;0
194;30.5;62.0;80.0;30.735416666666666;0.23541666666666572;293.66476791740763;0;0
196;30.75;60.0;80.0;30.985416666666666;0.23541666666666572;261.6255653005986;0;0
198;31.0;64.0;80.0;31.947916666666668;0.9479166666666679;329.62755691286986;0;1
200;32.0;72.0;80.0;33.422916666666666;1.4229166666666657;523.2511306011972;1;1
202;33.5;74.0;80.0;33.97291666666667;0.47291666666667;587.3295358348153;0;0
204;34.0;74.0;80.0;35.422916666666666;1.4229166666666657;587.3295358348153;0;1
206;35.5;72.0;80.0;35.735416666666666;0.23541666666666572;523.2511306011972;0;1
208;35.75;74.0;80.0;35.985416666666666;0.23541666666666572;587.3295358348153;0;0
210;36.0;76.0;80.0;36.947916666666664;0.9479166666666643;659.2551138257397;0;1
212;37.0;74.0;80.0;37.47291666666667;0.47291666666667;587.3295358348153;0;1
214;37.5;76.0;80.0;37.97291666666667;0.47291666666667;659.2551138257397;0;0
216;38.0;72.0;80.0;38.47291666666667;0.47291666666667;523.2511306011972;0;1
218;38.5;67.0;80.0;38.97291666666667;0.47291666666667;391.9954359817492;0;0
220;39.0;64.0;80.0;39.947916666666664;0.9479166666666643;329.62755691286986;0;1
222;40.0;76.0;80.0;40.47291666666667;0.47291666666667;659.2551138257397;1;1
224;40.5;72.0;80.0;40.97291666666667;0.47291666666667;523.2511306011972;0;0
226;41.0;67.0;80.0;41.47291666666667;0.47291666666667;391.9954359817492;0;1
228;41.5;69.0;80.0;41.735416666666666;0.23541666666666572;440.0;0;0
230;41.75;71.0;80.0;41.985416666666666;0.23541666666666572;493.88330125612424;0;0
232;42.0;72.0;80.0;42.47291666666667;0.47291666666667;523.2511306011972;0;1
234;42.5;69.0;80.0;42.97291666666667;0.47291666666667;440.0;0;0
236;43.0;64.0;80.0;43.947916666666664;0.9479166666666643;329.62755691286986;0;1
238;44.0;69.0;80.0;44.47291666666667;0.47291666666667;440.0;0;1
240;44.5;65.0;80.0;44.97291666666667;0.47291666666667;349.22823143300394;0;0
242;45.0;62.0;80.0;45.47291666666667;0.47291666666667;293.66476791740763;0;1
244;45.5;64.0;80.0;45.735416666666666;0.23541666666666572;329.62755691286986;0;0
246;45.75;65.0;80.0;45.985416666666666;0.23541666666666572;349.22823143300394;0;0
248;46.0;67.0;80.0;46.235416666666666;0.23541666666666572;391.9954359817492;0;1
250;46.25;64.0;80.0;46.485416666666666;0.23541666666666572;329.62755691286986;0;0
252;46.5;65.0;80.0;46.735416666666666;0.23541666666666572;349.22823143300394;0;0
254;46.75;62.0;80.0;46.985416666666666;0.23541666666666572;293.66476791740763;0;0
256;47.0;65.0;80.0;47.235416666666666;0.23541666666666572;349.22823143300394;0;1
258;47.25;64.0;80.0;47.485416666666666;0.23541666666666572;329.62755691286986;0;0
260;47.5;62.0;80.0;47.735416666666666;0.23541666666666572;293.66476791740763;0;0
262;47.75;60.0;80.0;47.985416666666666;0.23541666666666572;261.6255653005986;0;0
264;48.0;64.0;80.0;48.235416666666666;0.23541666666666572;329.62755691286986;1;1
266;48.25;65.0;80.0;48.485416666666666;0.23541666666666572;349.22823143300394;0;0
268;48.5;67.0;80.0;48.735416666666666;0.23541666666666572;391.9954359817492;0;0
270;48.75;72.0;80.0;48.985416666666666;0.23541666666666572;523.2511306011972;0;0
272;49.0;60.0;80.0;49.235416666666666;0.23541666666666572;261.6255653005986;0;1
274;49.25;72.0;80.0;49.485416666666666;0.23541666666666572;523.2511306011972;0;0
276;49.5;62.0;80.0;49.735416666666666;0.23541666666666572;293.66476791740763;0;0
278;49.75;72.0;80.0;49.985416666666666;0.23541666666666572;523.2511306011972;0;0
280;50.0;64.0;80.0;50.235416666666666;0.23541666666666572;329.62755691286986;0;1
282;50.25;65.0;80.0;50.485416666666666;0.23541666666666572;349.22823143300394;0;0
284;50.5;67.0;80.0;50.735416666666666;0.23541666666666572;391.9954359817492;0;0
286;50.75;72.0;80.0;50.985416666666666;0.23541666666666572;523.2511306011972;0;0
288;51.0;60.0;80.0;51.235416666666666;0.23541666666666572;261.6255653005986;0;1
290;51.25;72.0;80.0;51.485416666666666;0.23541666666666572;523.2511306011972;0;0
292;51.5;62.0;80.0;51.735416666666666;0.23541666666666572;293.66476791740763;0;0
294;51.75;72.0;80.0;51.985416666666666;0.23541666666666572;523.2511306011972;0;0
296;52.0;64.0;80.0;52.235416666666666;0.23541666666666572;329.62755691286986;0;1
298;52.25;72.0;80.0;52.485416666666666;0.23541666666666572;523.2511306011972;0;0
300;52.5;74.0;80.0;52.735416666666666;0.23541666666666572;587.3295358348153;0;0
302;52.75;76.0;80.0;52.985416666666666;0.23541666666666572;659.2551138257397;0;0
304;53.0;65.0;80.0;53.235416666666666;0.23541666666666572;349.22823143300394;0;1
306;53.25;76.0;80.0;53.485416666666666;0.23541666666666572;659.2551138257397;0;0
308;53.5;74.0;80.0;53.735416666666666;0.23541666666666572;587.3295358348153;0;0
310;53.75;72.0;80.0;53.985416666666666;0.23541666666666572;523.2511306011972;0;0
312;54.0;71.0;80.0;54.235416666666666;0.23541666666666572;493.88330125612424;0;1
314;54.25;72.0;80.0;54.485416666666666;0.23541666666666572;523.2511306011972;0;0
316;54.5;74.0;80.0;54.735416666666666;0.23541666666666572;587.3295358348153;0;0
318;54.75;79.0;80.0;54.985416666666666;0.23541666666666572;783.9908719634984;0;0
320;55.0;67.0;80.0;55.235416666666666;0.23541666666666572;391.9954359817492;0;1
322;55.25;79.0;80.0;55.485416666666666;0.23541666666666572;783.9908719634984;0;0
324;55.5;79.0;80.0;55.97291666666667;0.47291666666667;783.9908719634984;0;0
326;56.0;67.0;80.0;56.947916666666664;0.9479166666666643;391.9954359817492;1;1
328;57.0;69.0;80.0;57.947916666666664;0.9479166666666643;440.0;0;1
330;58.0;69.0;80.0;58.947916666666664;0.9479166666666643;440.0;0;1
332;59.0;71.0;80.0;59.947916666666664;0.9479166666666643;493.88330125612424;0;1
334;60.0;71.0;80.0;60.47291666666667;0.47291666666667;493.88330125612424;0;1
336;60.5;72.0;80.0;60.97291666666667;0.47291666666667;523.2511306011972;0;0
338;61.0;74.0;80.0;61.947916666666664;0.9479166666666643;587.3295358348153;0;1
340;62.0;74.0;80.0;62.947916666666664;0.9479166666666643;587.3295358348153;0;1
342;63.0;72.0;80.0;63.947916666666664;0.9479166666666643;523.2511306011972;0;0
